go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0022412	10	GO:0022412	0.996	4.11350927482752	0	cellular process involved in reproduction in multicellular organism	cellular process involved in reproduction in multicellular organism
GO:0048518	6	GO:0051173	0.641	4.10237290870956	0	positive regulation of biological process	positive regulation of nitrogen compound metabolic process
GO:0001935	8	GO:0008283	0.72	4.07572071393812	24	endothelial cell proliferation	cell population proliferation
GO:0016358	11	GO:0016358	0.998	4.02227639471115	41	dendrite development	dendrite development
GO:0050773	11	GO:0016358	0.925	4.01322826573375	17	regulation of dendrite development	dendrite development
GO:0019953	10	GO:0022412	0.762	4.0087739243075	9	sexual reproduction	cellular process involved in reproduction in multicellular organism
GO:0019219	2	GO:0080090	0.826	3.95860731484178	0	regulation of nucleobase-containing compound metabolic process	regulation of primary metabolic process
GO:0007281	10	GO:0022412	0.961	3.95860731484178	37	germ cell development	cellular process involved in reproduction in multicellular organism
GO:0050769	9	GO:2000026	0.782	3.92081875395238	33	positive regulation of neurogenesis	regulation of multicellular organismal development
GO:0051246	2	GO:0080090	0.733	3.92081875395238	11	regulation of protein metabolic process	regulation of primary metabolic process
GO:0051962	9	GO:2000026	0.8	3.88605664769316	0	positive regulation of nervous system development	regulation of multicellular organismal development
GO:0031326	12	GO:0031326	0.943	3.82390874094432	0	regulation of cellular biosynthetic process	regulation of cellular biosynthetic process
GO:0048609	10	GO:0022412	0.911	3.82390874094432	4	multicellular organismal reproductive process	cellular process involved in reproduction in multicellular organism
GO:0048813	11	GO:0016358	0.954	3.79588001734407	39	dendrite morphogenesis	dendrite development
GO:0008380	4	GO:0090304	0.574	3.79588001734407	173	RNA splicing	nucleic acid metabolic process
GO:0009889	12	GO:0031326	0.936	3.79588001734407	0	regulation of biosynthetic process	regulation of cellular biosynthetic process
GO:0042326	13	GO:0042326	0.996	3.79588001734407	20	negative regulation of phosphorylation	negative regulation of phosphorylation
GO:0050767	9	GO:2000026	0.828	3.76955107862173	41	regulation of neurogenesis	regulation of multicellular organismal development
GO:2000112	12	GO:0031326	0.677	3.74472749489669	0	regulation of cellular macromolecule biosynthetic process	regulation of cellular biosynthetic process
GO:0009653	14	GO:0009653	0.955	3.74472749489669	131	anatomical structure morphogenesis	anatomical structure morphogenesis
GO:0051094	9	GO:2000026	0.789	3.69897000433602	2	positive regulation of developmental process	regulation of multicellular organismal development
GO:0032504	10	GO:0022412	0.916	3.65757731917779	0	multicellular organism reproduction	cellular process involved in reproduction in multicellular organism
GO:0045597	9	GO:2000026	0.742	3.65757731917779	55	positive regulation of cell differentiation	regulation of multicellular organismal development
GO:0006139	4	GO:0090304	0.873	3.65757731917779	30	nucleobase-containing compound metabolic process	nucleic acid metabolic process
GO:0051252	2	GO:0080090	0.805	3.65757731917779	4	regulation of RNA metabolic process	regulation of primary metabolic process
GO:0031325	6	GO:0051173	0.829	3.61978875828839	0	positive regulation of cellular metabolic process	positive regulation of nitrogen compound metabolic process
GO:0007276	10	GO:0022412	0.898	3.61978875828839	20	gamete generation	cellular process involved in reproduction in multicellular organism
GO:0010556	12	GO:0031326	0.926	3.60205999132796	0	regulation of macromolecule biosynthetic process	regulation of cellular biosynthetic process
GO:0051960	9	GO:2000026	0.85	3.56863623584101	2	regulation of nervous system development	regulation of multicellular organismal development
GO:0050793	9	GO:2000026	0.873	3.56863623584101	7	regulation of developmental process	regulation of multicellular organismal development
GO:0007399	9	GO:2000026	0.544	3.52287874528034	375	nervous system development	regulation of multicellular organismal development
GO:0045595	9	GO:2000026	0.809	3.49485002168009	35	regulation of cell differentiation	regulation of multicellular organismal development
GO:0072091	8	GO:0008283	0.654	3.45593195564972	11	regulation of stem cell proliferation	cell population proliferation
GO:0022008	9	GO:2000026	0.508	3.44369749923271	56	neurogenesis	regulation of multicellular organismal development
GO:0045936	13	GO:0042326	0.984	3.39794000867204	0	negative regulation of phosphate metabolic process	negative regulation of phosphorylation
GO:0007349	14	GO:0009653	0.412	3.39794000867204	0	cellularization	anatomical structure morphogenesis
GO:0010563	13	GO:0042326	0.984	3.39794000867204	0	negative regulation of phosphorus metabolic process	negative regulation of phosphorylation
GO:0048522	6	GO:0051173	0.607	3.38721614328026	0	positive regulation of cellular process	positive regulation of nitrogen compound metabolic process
GO:1903076	15	GO:1903076	0.999	3.38721614328026	21	regulation of protein localization to plasma membrane	regulation of protein localization to plasma membrane
GO:0010975	11	GO:0016358	0.758	3.3767507096021	34	regulation of neuron projection development	dendrite development
GO:0043547	16	GO:0043547	0.998	3.3767507096021	205	positive regulation of GTPase activity	positive regulation of GTPase activity
GO:0006725	4	GO:0090304	0.862	3.3767507096021	1	cellular aromatic compound metabolic process	nucleic acid metabolic process
GO:0048511	17	GO:0048511	0.997	3.36653154442041	68	rhythmic process	rhythmic process
GO:2000177	8	GO:0008283	0.657	3.36653154442041	8	regulation of neural precursor cell proliferation	cell population proliferation
GO:0048519	18	GO:0048519	0.889	3.35654732351381	0	negative regulation of biological process	negative regulation of biological process
GO:0007286	10	GO:0022412	0.923	3.34678748622466	92	spermatid development	cellular process involved in reproduction in multicellular organism
GO:0031328	12	GO:0031326	0.802	3.34678748622466	3	positive regulation of cellular biosynthetic process	regulation of cellular biosynthetic process
GO:0051239	19	GO:0051239	0.948	3.34678748622466	0	regulation of multicellular organismal process	regulation of multicellular organismal process
GO:0048589	20	GO:0048589	0.994	3.33724216831843	23	developmental growth	developmental growth
GO:0044703	10	GO:0022412	0.651	3.32790214206428	0	multi-organism reproductive process	cellular process involved in reproduction in multicellular organism
GO:0016050	21	GO:0016050	0.996	3.31875876262441	16	vesicle organization	vesicle organization
GO:0043170	2	GO:0080090	0.442	3.30980391997149	1	macromolecule metabolic process	regulation of primary metabolic process
GO:0051172	18	GO:0048519	0.671	3.30102999566398	0	negative regulation of nitrogen compound metabolic process	negative regulation of biological process
GO:0051130	21	GO:0016050	0.4	3.2839966563652	0	positive regulation of cellular component organization	vesicle organization
GO:0048515	10	GO:0022412	0.925	3.25963731050576	7	spermatid differentiation	cellular process involved in reproduction in multicellular organism
GO:1903078	15	GO:1903076	0.963	3.22914798835786	58	positive regulation of protein localization to plasma membrane	regulation of protein localization to plasma membrane
GO:0010468	2	GO:0080090	0.723	3.21467016498923	202	regulation of gene expression	regulation of primary metabolic process
GO:0045935	6	GO:0051173	0.889	3.18045606445813	0	positive regulation of nucleobase-containing compound metabolic process	positive regulation of nitrogen compound metabolic process
GO:0048646	14	GO:0009653	0.804	3.18045606445813	7	anatomical structure formation involved in morphogenesis	anatomical structure morphogenesis
GO:0009892	18	GO:0048519	0.742	3.16749108729376	0	negative regulation of metabolic process	negative regulation of biological process
GO:0072089	8	GO:0008283	0.688	3.14266750356873	46	stem cell proliferation	cell population proliferation
GO:0000398	4	GO:0090304	0.547	3.1249387366083	345	mRNA splicing, via spliceosome	nucleic acid metabolic process
GO:0000377	4	GO:0090304	0.547	3.1249387366083	0	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	nucleic acid metabolic process
GO:0070828	22	GO:0070828	0.999	3.11918640771921	13	heterochromatin organization	heterochromatin organization
GO:0051726	23	GO:0051726	0.988	3.11350927482752	250	regulation of cell cycle	regulation of cell cycle
GO:0009891	12	GO:0031326	0.797	3.09691001300806	0	positive regulation of biosynthetic process	regulation of cellular biosynthetic process
GO:0007623	17	GO:0048511	0.965	3.09691001300806	65	circadian rhythm	rhythmic process
GO:0046483	4	GO:0090304	0.865	3.09691001300806	6	heterocycle metabolic process	nucleic acid metabolic process
GO:0006397	4	GO:0090304	0.573	3.08618614761628	180	mRNA processing	nucleic acid metabolic process
GO:0000375	4	GO:0090304	0.549	3.08092190762393	25	RNA splicing, via transesterification reactions	nucleic acid metabolic process
GO:0010976	11	GO:0016358	0.686	3.07572071393812	120	positive regulation of neuron projection development	dendrite development
GO:0070303	24	GO:0070303	1	3.06550154875643	0	negative regulation of stress-activated protein kinase signaling cascade	negative regulation of stress-activated protein kinase signaling cascade
GO:0032873	24	GO:0070303	1	3.06550154875643	8	negative regulation of stress-activated MAPK cascade	negative regulation of stress-activated protein kinase signaling cascade
GO:0045666	9	GO:2000026	0.576	3.06550154875643	85	positive regulation of neuron differentiation	regulation of multicellular organismal development
GO:0045927	20	GO:0048589	0.837	3.04575749056068	10	positive regulation of growth	developmental growth
GO:0031324	18	GO:0048519	0.664	3.04095860767891	0	negative regulation of cellular metabolic process	negative regulation of biological process
GO:1901184	25	GO:1901184	0.999	3.03151705144606	1	regulation of ERBB signaling pathway	regulation of ERBB signaling pathway
GO:0110020	21	GO:0016050	0.437	3.01322826573376	0	regulation of actomyosin structure organization	vesicle organization
GO:0060284	9	GO:2000026	0.734	3.00877392430751	0	regulation of cell development	regulation of multicellular organismal development
GO:0034654	12	GO:0031326	0.775	3	0	nucleobase-containing compound biosynthetic process	regulation of cellular biosynthetic process
GO:0010647	25	GO:1901184	0.515	2.99567862621736	0	positive regulation of cell communication	regulation of ERBB signaling pathway
GO:0040007	20	GO:0048589	0.959	2.98296666070122	0	growth	developmental growth
GO:0023056	24	GO:0070303	0.494	2.97881070093006	0	positive regulation of signaling	negative regulation of stress-activated protein kinase signaling cascade
GO:0061351	8	GO:0008283	0.703	2.97881070093006	19	neural precursor cell proliferation	cell population proliferation
GO:0051338	16	GO:0043547	0.714	2.97881070093006	0	regulation of transferase activity	positive regulation of GTPase activity
GO:0048863	26	GO:0048863	0.998	2.97469413473523	44	stem cell differentiation	stem cell differentiation
GO:0042127	8	GO:0008283	0.942	2.96657624451305	140	regulation of cell population proliferation	cell population proliferation
GO:0043549	16	GO:0043547	0.702	2.95860731484178	6	regulation of kinase activity	positive regulation of GTPase activity
GO:0010721	9	GO:2000026	0.646	2.95860731484178	2	negative regulation of cell development	regulation of multicellular organismal development
GO:0022604	14	GO:0009653	0.628	2.93181413825384	24	regulation of cell morphogenesis	anatomical structure morphogenesis
GO:0035051	7	GO:0032501	0.325	2.92081875395238	3	cardiocyte differentiation	multicellular organismal process
GO:0048666	9	GO:2000026	0.471	2.91721462968355	54	neuron development	regulation of multicellular organismal development
GO:0120192	27	GO:0120192	0.999	2.91364016932525	7	tight junction assembly	tight junction assembly
GO:1901360	4	GO:0090304	0.848	2.9100948885606	0	organic cyclic compound metabolic process	nucleic acid metabolic process
GO:0050789	28	GO:0050789	0.604	2.89619627904404	0	regulation of biological process	regulation of biological process
GO:0043542	29	GO:0043542	0.997	2.88941028970075	39	endothelial cell migration	endothelial cell migration
GO:0035265	20	GO:0048589	0.882	2.88272870434424	20	organ growth	developmental growth
GO:0043484	4	GO:0090304	0.48	2.87942606879415	88	regulation of RNA splicing	nucleic acid metabolic process
GO:0043297	27	GO:0120192	0.895	2.86966623150499	7	apical junction assembly	tight junction assembly
GO:0001824	30	GO:0001824	0.999	2.86646109162978	21	blastocyst development	blastocyst development
GO:0010467	2	GO:0080090	0.381	2.86012091359876	88	gene expression	regulation of primary metabolic process
GO:0048814	11	GO:0016358	0.893	2.84771165561694	22	regulation of dendrite morphogenesis	dendrite development
GO:0040011	31	GO:0040011	0.982	2.84771165561694	8	locomotion	locomotion
GO:1904377	15	GO:1903076	0.94	2.84466396253494	1	positive regulation of protein localization to cell periphery	regulation of protein localization to plasma membrane
GO:0030334	31	GO:0040011	0.92	2.84163750790475	110	regulation of cell migration	locomotion
GO:0048699	9	GO:2000026	0.496	2.83564714421556	9	generation of neurons	regulation of multicellular organismal development
GO:0120193	27	GO:0120192	0.995	2.82681373158773	3	tight junction organization	tight junction assembly
GO:0010720	9	GO:2000026	0.677	2.82102305270683	1	positive regulation of cell development	regulation of multicellular organismal development
GO:1904375	15	GO:1903076	0.983	2.80966830182971	1	regulation of protein localization to cell periphery	regulation of protein localization to plasma membrane
GO:0048870	29	GO:0043542	0.771	2.79317412396815	39	cell motility	endothelial cell migration
GO:0097659	12	GO:0031326	0.759	2.79048498545737	0	nucleic acid-templated transcription	regulation of cellular biosynthetic process
GO:1903506	2	GO:0080090	0.789	2.7851561519523	2	regulation of nucleic acid-templated transcription	regulation of primary metabolic process
GO:0042325	13	GO:0042326	0.853	2.78251605578609	13	regulation of phosphorylation	negative regulation of phosphorylation
GO:0045596	9	GO:2000026	0.718	2.77728352885242	52	negative regulation of cell differentiation	regulation of multicellular organismal development
GO:0048523	18	GO:0048519	0.829	2.77728352885242	0	negative regulation of cellular process	negative regulation of biological process
GO:0007043	27	GO:0120192	0.945	2.77211329538633	46	cell-cell junction assembly	tight junction assembly
GO:2000147	31	GO:0040011	0.863	2.76955107862173	24	positive regulation of cell motility	locomotion
GO:0021761	32	GO:0021761	0.999	2.76447155309245	2	limbic system development	limbic system development
GO:0043409	24	GO:0070303	0.731	2.7619538968712	47	negative regulation of MAPK cascade	negative regulation of stress-activated protein kinase signaling cascade
GO:0010628	6	GO:0051173	0.723	2.74714696902011	555	positive regulation of gene expression	positive regulation of nitrogen compound metabolic process
GO:2001141	2	GO:0080090	0.79	2.73992861201493	3	regulation of RNA biosynthetic process	regulation of primary metabolic process
GO:0032774	12	GO:0031326	0.76	2.73282827159699	0	RNA biosynthetic process	regulation of cellular biosynthetic process
GO:0045814	22	GO:0070828	0.727	2.71444269099223	23	negative regulation of gene expression, epigenetic	heterochromatin organization
GO:0010769	14	GO:0009653	0.525	2.71219827006977	1	regulation of cell morphogenesis involved in differentiation	anatomical structure morphogenesis
GO:2000145	31	GO:0040011	0.926	2.70774392864352	15	regulation of cell motility	locomotion
GO:0033002	8	GO:0008283	0.734	2.70553377383841	1	muscle cell proliferation	cell population proliferation
GO:0090174	21	GO:0016050	0.453	2.70553377383841	1	organelle membrane fusion	vesicle organization
GO:0031345	11	GO:0016358	0.608	2.70114692359029	2	negative regulation of cell projection organization	dendrite development
GO:0050794	28	GO:0050789	0.54	2.70114692359029	0	regulation of cellular process	regulation of biological process
GO:0015850	15	GO:1903076	0.315	2.70114692359029	0	organic hydroxy compound transport	regulation of protein localization to plasma membrane
GO:0030155	33	GO:0030155	0.992	2.68402965454308	58	regulation of cell adhesion	regulation of cell adhesion
GO:0051248	18	GO:0048519	0.584	2.65955588515988	9	negative regulation of protein metabolic process	negative regulation of biological process
GO:0044093	16	GO:0043547	0.796	2.65955588515988	0	positive regulation of molecular function	positive regulation of GTPase activity
GO:0009890	18	GO:0048519	0.625	2.65757731917779	2	negative regulation of biosynthetic process	negative regulation of biological process
GO:0050684	4	GO:0090304	0.465	2.65169513695184	20	regulation of mRNA processing	nucleic acid metabolic process
GO:0018130	12	GO:0031326	0.778	2.64781748188864	0	heterocycle biosynthetic process	regulation of cellular biosynthetic process
GO:0071356	5	GO:0071345	0.846	2.64206515299955	140	cellular response to tumor necrosis factor	cellular response to cytokine stimulus
GO:0065007	28	GO:0050789	0.552	2.63638802010786	0	biological regulation	regulation of biological process
GO:0042058	25	GO:1901184	0.993	2.62342304294349	15	regulation of epidermal growth factor receptor signaling pathway	regulation of ERBB signaling pathway
GO:1901216	34	GO:1901216	0.999	2.62342304294349	38	positive regulation of neuron death	positive regulation of neuron death
GO:0034612	5	GO:0071345	0.825	2.61978875828839	31	response to tumor necrosis factor	cellular response to cytokine stimulus
GO:0000003	10	GO:0022412	0.821	2.61261017366127	2	reproduction	cellular process involved in reproduction in multicellular organism
GO:0019438	12	GO:0031326	0.778	2.60730304674033	0	aromatic compound biosynthetic process	regulation of cellular biosynthetic process
GO:0019915	15	GO:1903076	0.453	2.60554831917378	30	lipid storage	regulation of protein localization to plasma membrane
GO:0051247	2	GO:0080090	0.654	2.59859945921846	26	positive regulation of protein metabolic process	regulation of primary metabolic process
GO:0034470	4	GO:0090304	0.548	2.59516628338006	2	ncRNA processing	nucleic acid metabolic process
GO:0055007	7	GO:0032501	0.311	2.58502665202918	21	cardiac muscle cell differentiation	multicellular organismal process
GO:0006355	2	GO:0080090	0.789	2.58335949266172	566	regulation of DNA-templated transcription	regulation of primary metabolic process
GO:0006906	21	GO:0016050	0.9	2.57024771999759	30	vesicle fusion	vesicle organization
GO:0051345	16	GO:0043547	0.928	2.57024771999759	4	positive regulation of hydrolase activity	positive regulation of GTPase activity
GO:0001709	26	GO:0048863	0.353	2.57024771999759	18	cell fate determination	stem cell differentiation
GO:0030335	31	GO:0040011	0.859	2.53610701101409	271	positive regulation of cell migration	locomotion
GO:0043534	29	GO:0043542	0.949	2.53610701101409	12	blood vessel endothelial cell migration	endothelial cell migration
GO:0010605	18	GO:0048519	0.73	2.53313237964589	1	negative regulation of macromolecule metabolic process	negative regulation of biological process
GO:0022414	10	GO:0022412	0.821	2.52724355068279	4	reproductive process	cellular process involved in reproduction in multicellular organism
GO:0007405	8	GO:0008283	0.658	2.52143350440616	41	neuroblast proliferation	cell population proliferation
GO:0006351	12	GO:0031326	0.759	2.51712641639125	188	DNA-templated transcription	regulation of cellular biosynthetic process
GO:0008285	8	GO:0008283	0.833	2.51712641639125	447	negative regulation of cell population proliferation	cell population proliferation
GO:0010770	14	GO:0009653	0.524	2.50445566245355	0	positive regulation of cell morphogenesis involved in differentiation	anatomical structure morphogenesis
GO:0055123	7	GO:0032501	0.312	2.4907974776689	6	digestive system development	multicellular organismal process
GO:0030307	20	GO:0048589	0.804	2.4907974776689	91	positive regulation of cell growth	developmental growth
GO:0035556	24	GO:0070303	0.583	2.48811663902113	413	intracellular signal transduction	negative regulation of stress-activated protein kinase signaling cascade
GO:0021700	3	GO:0048468	0.326	2.48545224733971	1	developmental maturation	cell development
GO:0022402	23	GO:0051726	0.849	2.48148606012211	0	cell cycle process	regulation of cell cycle
GO:0017145	35	GO:0017145	1	2.47366072261016	7	stem cell division	stem cell division
GO:0010557	12	GO:0031326	0.787	2.45593195564972	1	positive regulation of macromolecule biosynthetic process	regulation of cellular biosynthetic process
GO:0003006	10	GO:0022412	0.771	2.44855000202712	5	developmental process involved in reproduction	cellular process involved in reproduction in multicellular organism
GO:0006325	22	GO:0070828	0.834	2.44249279809434	222	chromatin organization	heterochromatin organization
GO:0010638	21	GO:0016050	0.506	2.43062609038495	3	positive regulation of organelle organization	vesicle organization
GO:0043087	16	GO:0043547	0.968	2.42712839779952	91	regulation of GTPase activity	positive regulation of GTPase activity
GO:0034660	4	GO:0090304	0.58	2.42712839779952	0	ncRNA metabolic process	nucleic acid metabolic process
GO:0044089	22	GO:0070828	0.32	2.42136079003193	1	positive regulation of cellular component biogenesis	heterochromatin organization
GO:0048731	3	GO:0048468	0.575	2.41907502432438	2	system development	cell development
GO:0042752	17	GO:0048511	0.904	2.41907502432438	66	regulation of circadian rhythm	rhythmic process
GO:0000902	14	GO:0009653	0.764	2.41907502432438	89	cell morphogenesis	anatomical structure morphogenesis
GO:0002696	19	GO:0051239	0.662	2.41680122603138	0	positive regulation of leukocyte activation	regulation of multicellular organismal process
GO:1901701	5	GO:0071345	0.698	2.40120949323688	0	cellular response to oxygen-containing compound	cellular response to cytokine stimulus
GO:0010595	29	GO:0043542	0.934	2.39685562737982	70	positive regulation of endothelial cell migration	endothelial cell migration
GO:0040029	22	GO:0070828	0.753	2.39469495385889	27	epigenetic regulation of gene expression	heterochromatin organization
GO:1903311	4	GO:0090304	0.527	2.39469495385889	0	regulation of mRNA metabolic process	nucleic acid metabolic process
GO:0032872	24	GO:0070303	0.901	2.38510278396687	11	regulation of stress-activated MAPK cascade	negative regulation of stress-activated protein kinase signaling cascade
GO:0070302	24	GO:0070303	0.902	2.38510278396687	1	regulation of stress-activated protein kinase signaling cascade	negative regulation of stress-activated protein kinase signaling cascade
GO:0010876	15	GO:1903076	0.533	2.3777859770337	3	lipid localization	regulation of protein localization to plasma membrane
GO:0032868	5	GO:0071345	0.566	2.3767507096021	71	response to insulin	cellular response to cytokine stimulus
GO:0048024	4	GO:0090304	0.453	2.36051351073141	22	regulation of mRNA splicing, via spliceosome	nucleic acid metabolic process
GO:0050768	9	GO:2000026	0.75	2.35753547975788	24	negative regulation of neurogenesis	regulation of multicellular organismal development
GO:0043085	16	GO:0043547	0.843	2.35457773065091	28	positive regulation of catalytic activity	positive regulation of GTPase activity
GO:0045165	26	GO:0048863	0.415	2.35261702988538	55	cell fate commitment	stem cell differentiation
GO:0006338	22	GO:0070828	0.881	2.34198860334289	235	chromatin remodeling	heterochromatin organization
GO:0051093	9	GO:2000026	0.751	2.33818731446274	8	negative regulation of developmental process	regulation of multicellular organismal development
GO:0016071	4	GO:0090304	0.613	2.33629907461035	6	mRNA metabolic process	nucleic acid metabolic process
GO:0000380	4	GO:0090304	0.434	2.33161408331	27	alternative mRNA splicing, via spliceosome	nucleic acid metabolic process
GO:1901698	5	GO:0071345	0.557	2.32790214206428	0	response to nitrogen compound	cellular response to cytokine stimulus
GO:0007049	23	GO:0051726	0.885	2.31966448658544	283	cell cycle	regulation of cell cycle
GO:1900006	11	GO:0016358	0.812	2.31515463835559	18	positive regulation of dendrite development	dendrite development
GO:0007264	24	GO:0070303	0.49	2.31515463835559	84	small GTPase mediated signal transduction	negative regulation of stress-activated protein kinase signaling cascade
GO:0006468	36	GO:0006468	0.979	2.31336373073771	578	protein phosphorylation	protein phosphorylation
GO:0048565	7	GO:0032501	0.309	2.30891850787703	27	digestive tract development	multicellular organismal process
GO:0009967	25	GO:1901184	0.539	2.3045183235098	10	positive regulation of signal transduction	regulation of ERBB signaling pathway
GO:0007292	10	GO:0022412	0.772	2.30364361126667	19	female gamete generation	cellular process involved in reproduction in multicellular organism
GO:0008284	8	GO:0008283	0.868	2.30189945437661	572	positive regulation of cell population proliferation	cell population proliferation
GO:0007165	24	GO:0070303	0.401	2.29756946355447	1108	signal transduction	negative regulation of stress-activated protein kinase signaling cascade
GO:0001933	13	GO:0042326	0.986	2.29073003902417	80	negative regulation of protein phosphorylation	negative regulation of phosphorylation
GO:0045787	23	GO:0051726	0.853	2.28567024025477	35	positive regulation of cell cycle	regulation of cell cycle
GO:0044087	22	GO:0070828	0.341	2.26201267366657	0	regulation of cellular component biogenesis	heterochromatin organization
GO:0044843	23	GO:0051726	0.683	2.25336580106242	2	cell cycle G1/S phase transition	regulation of cell cycle
GO:0060322	32	GO:0021761	0.791	2.24718356881173	13	head development	limbic system development
GO:1901362	12	GO:0031326	0.763	2.24641694110709	0	organic cyclic compound biosynthetic process	regulation of cellular biosynthetic process
GO:0051128	21	GO:0016050	0.444	2.24641694110709	3	regulation of cellular component organization	vesicle organization
GO:0023052	24	GO:0070303	0.376	2.24488773360493	7	signaling	negative regulation of stress-activated protein kinase signaling cascade
GO:0031327	18	GO:0048519	0.622	2.23136189875239	2	negative regulation of cellular biosynthetic process	negative regulation of biological process
GO:0071375	5	GO:0071345	0.679	2.22767829327708	17	cellular response to peptide hormone stimulus	cellular response to cytokine stimulus
GO:0010243	5	GO:0071345	0.664	2.22621355501881	14	response to organonitrogen compound	cellular response to cytokine stimulus
GO:0010632	29	GO:0043542	0.955	2.21112488422458	6	regulation of epithelial cell migration	endothelial cell migration
GO:0033673	16	GO:0043547	0.633	2.20620961530918	12	negative regulation of kinase activity	positive regulation of GTPase activity
GO:0045664	9	GO:2000026	0.622	2.20481541031758	28	regulation of neuron differentiation	regulation of multicellular organismal development
GO:0010594	29	GO:0043542	0.978	2.19997064075587	8	regulation of endothelial cell migration	endothelial cell migration
GO:0007159	33	GO:0030155	0.766	2.19791074211827	33	leukocyte cell-cell adhesion	regulation of cell adhesion
GO:0062014	37	GO:0062014	0.999	2.19586056766465	0	negative regulation of small molecule metabolic process	negative regulation of small molecule metabolic process
GO:0007565	10	GO:0022412	0.644	2.1944991418416	80	female pregnancy	cellular process involved in reproduction in multicellular organism
GO:0038127	25	GO:1901184	0.949	2.18508681872493	5	ERBB signaling pathway	regulation of ERBB signaling pathway
GO:0030182	9	GO:2000026	0.489	2.18111458540599	170	neuron differentiation	regulation of multicellular organismal development
GO:0048660	8	GO:0008283	0.704	2.17848647159523	9	regulation of smooth muscle cell proliferation	cell population proliferation
GO:0051961	9	GO:2000026	0.754	2.17587416608345	1	negative regulation of nervous system development	regulation of multicellular organismal development
GO:0051240	19	GO:0051239	0.834	2.17457388223218	0	positive regulation of multicellular organismal process	regulation of multicellular organismal process
GO:0043408	24	GO:0070303	0.603	2.17198493577602	35	regulation of MAPK cascade	negative regulation of stress-activated protein kinase signaling cascade
GO:0050867	19	GO:0051239	0.665	2.17198493577602	3	positive regulation of cell activation	regulation of multicellular organismal process
GO:0000381	4	GO:0090304	0.421	2.16685288808721	79	regulation of alternative mRNA splicing, via spliceosome	nucleic acid metabolic process
GO:0016049	20	GO:0048589	0.896	2.16494389827988	0	cell growth	developmental growth
GO:0040008	20	GO:0048589	0.911	2.15490195998574	14	regulation of growth	developmental growth
GO:0007173	25	GO:1901184	0.935	2.15366288787019	65	epidermal growth factor receptor signaling pathway	regulation of ERBB signaling pathway
GO:0051336	16	GO:0043547	0.868	2.1438755557577	1	regulation of hydrolase activity	positive regulation of GTPase activity
GO:0031175	9	GO:2000026	0.463	2.13966199342901	133	neuron projection development	regulation of multicellular organismal development
GO:0007154	25	GO:1901184	0.39	2.13371266091581	18	cell communication	regulation of ERBB signaling pathway
