GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0022412	cellular process involved in reproductio...	1864	132	106.47	0.00479
GO:0051054	positive regulation of DNA metabolic pro...	318	30	18.16	0.00486
GO:0051954	positive regulation of amine transport	68	10	3.88	0.00502
GO:0000212	meiotic spindle organization	90	12	5.14	0.00503
GO:0014074	response to purine-containing compound	279	27	15.94	0.00522
GO:0031570	DNA integrity checkpoint signaling	266	26	15.19	0.00532
GO:0000075	cell cycle checkpoint signaling	362	33	20.68	0.00546
GO:0032392	DNA geometric change	91	12	5.2	0.00551
GO:0003006	developmental process involved in reprod...	2681	182	153.13	0.00557
GO:0048513	animal organ development	4698	303	268.34	0.00575
GO:0032890	regulation of organic acid transport	103	13	5.88	0.00575
GO:0006974	cellular response to DNA damage stimulus	1058	80	60.43	0.00581
GO:0000724	double-strand break repair via homologou...	92	12	5.25	0.00601
GO:0000725	recombinational repair	92	12	5.25	0.00601
GO:0006139	nucleobase-containing compound metabolic...	6481	407	370.18	0.00615
GO:0043067	regulation of programmed cell death	2119	147	121.03	0.00616
GO:0007062	sister chromatid cohesion	81	11	4.63	0.00617
GO:0040020	regulation of meiotic nuclear division	81	11	4.63	0.00617
GO:0032885	regulation of polysaccharide biosyntheti...	70	10	4	0.00618
GO:0043484	regulation of RNA splicing	379	34	21.65	0.00618
GO:0007140	male meiotic nuclear division	140	16	8	0.00625
GO:0030326	embryonic limb morphogenesis	116	14	6.63	0.00634
GO:0043933	protein-containing complex organization	3548	234	202.65	0.00634
GO:0001505	regulation of neurotransmitter levels	640	52	36.56	0.00651
GO:0042770	signal transduction in response to DNA d...	339	31	19.36	0.00664
GO:0042310	vasoconstriction	105	13	6	0.00676
GO:0010556	regulation of macromolecule biosynthetic...	3720	244	212.48	0.00681
GO:0006725	cellular aromatic compound metabolic pro...	6808	425	388.86	0.00733
GO:1901990	regulation of mitotic cell cycle phase t...	601	49	34.33	0.00762
GO:1901988	negative regulation of cell cycle phase ...	427	37	24.39	0.00764
GO:0019438	aromatic compound biosynthetic process	4148	269	236.93	0.00766
GO:0007186	G protein-coupled receptor signaling pat...	486	41	27.76	0.00807
GO:0061512	protein localization to cilium	84	11	4.8	0.00810
GO:0034645	cellular macromolecule biosynthetic proc...	5237	333	299.13	0.00818
GO:1904356	regulation of telomere maintenance via t...	96	12	5.48	0.00842
GO:0001843	neural tube closure	108	13	6.17	0.00853
GO:0060606	tube closure	108	13	6.17	0.00853
GO:0048568	embryonic organ development	695	55	39.7	0.00878
GO:1902476	chloride transmembrane transport	85	11	4.86	0.00884
GO:0046324	regulation of glucose import	158	17	9.02	0.00890
GO:0000082	G1/S transition of mitotic cell cycle	417	36	23.82	0.00891
GO:0034654	nucleobase-containing compound biosynthe...	4010	260	229.04	0.00901
GO:0046323	glucose import	171	18	9.77	0.00902
GO:0032481	positive regulation of type I interferon...	74	10	4.23	0.00912
GO:0045448	mitotic cell cycle, embryonic	74	10	4.23	0.00912
GO:0035151	regulation of tube size, open tracheal s...	121	14	6.91	0.00913
GO:0044843	cell cycle G1/S phase transition	432	37	24.68	0.00913
GO:0051642	centrosome localization	109	13	6.23	0.00920
GO:0010256	endomembrane system organization	894	68	51.06	0.00930
GO:0045930	negative regulation of mitotic cell cycl...	419	36	23.93	0.00957
GO:0033363	secretory granule organization	86	11	4.91	0.00963
GO:0040019	positive regulation of embryonic develop...	86	11	4.91	0.00963
GO:0051606	detection of stimulus	363	32	20.73	0.00989
