GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0006706	steroid catabolic process	219	33	8.98	9.4e-11
GO:0009636	response to toxic substance	1475	112	60.47	1.0e-10
GO:1901135	carbohydrate derivative metabolic proces...	2432	161	99.7	2.1e-10
GO:0033540	fatty acid beta-oxidation using acyl-CoA...	69	18	2.83	2.1e-10
GO:0046456	icosanoid biosynthetic process	170	28	6.97	3.1e-10
GO:0001523	retinoid metabolic process	254	35	10.41	3.2e-10
GO:0034308	primary alcohol metabolic process	191	29	7.83	1.1e-09
GO:0051384	response to glucocorticoid	601	58	24.64	1.3e-09
GO:0009110	vitamin biosynthetic process	195	29	7.99	1.8e-09
GO:0006694	steroid biosynthetic process	471	49	19.31	2.2e-09
GO:0006633	fatty acid biosynthetic process	442	47	18.12	2.3e-09
GO:0008210	estrogen metabolic process	129	23	5.29	2.4e-09
GO:0042178	xenobiotic catabolic process	141	24	5.78	2.9e-09
GO:0031960	response to corticosteroid	628	58	25.74	6.5e-09
GO:0008152	metabolic process	14491	654	594.04	7.8e-09
GO:1901685	glutathione derivative metabolic process	152	24	6.23	1.4e-08
GO:1901687	glutathione derivative biosynthetic proc...	152	24	6.23	1.4e-08
GO:0055086	nucleobase-containing small molecule met...	1683	116	68.99	1.4e-08
GO:0072521	purine-containing compound metabolic pro...	1333	97	54.64	1.9e-08
GO:0098754	detoxification	326	37	13.36	2.2e-08
GO:0097237	cellular response to toxic substance	585	54	23.98	2.2e-08
GO:1901570	fatty acid derivative biosynthetic proce...	300	35	12.3	2.6e-08
GO:0044272	sulfur compound biosynthetic process	493	48	20.21	2.7e-08
GO:0098869	cellular oxidant detoxification	252	31	10.33	4.9e-08
GO:0019853	L-ascorbic acid biosynthetic process	58	14	2.38	6.4e-08
GO:1901336	lactone biosynthetic process	58	14	2.38	6.4e-08
GO:0006767	water-soluble vitamin metabolic process	311	35	12.75	6.6e-08
GO:0018879	biphenyl metabolic process	108	19	4.43	7.5e-08
GO:0006063	uronic acid metabolic process	131	21	5.37	8.3e-08
GO:0019585	glucuronate metabolic process	131	21	5.37	8.3e-08
GO:0048545	response to steroid hormone	1009	77	41.36	9.5e-08
GO:0007584	response to nutrient	766	63	31.4	1.1e-07
GO:0042448	progesterone metabolic process	111	19	4.55	1.2e-07
GO:0008206	bile acid metabolic process	90	17	3.69	1.2e-07
GO:0042574	retinal metabolic process	61	14	2.5	1.3e-07
GO:0019369	arachidonic acid metabolic process	171	24	7.01	1.4e-07
GO:0005996	monosaccharide metabolic process	788	64	32.3	1.4e-07
GO:0000038	very long-chain fatty acid metabolic pro...	91	17	3.73	1.5e-07
GO:0042572	retinol metabolic process	91	17	3.73	1.5e-07
GO:0005975	carbohydrate metabolic process	1336	94	54.77	1.6e-07
GO:1990748	cellular detoxification	266	31	10.9	1.7e-07
GO:0006714	sesquiterpenoid metabolic process	82	16	3.36	1.8e-07
GO:0006692	prostanoid metabolic process	177	24	7.26	2.6e-07
GO:0006693	prostaglandin metabolic process	177	24	7.26	2.6e-07
GO:0016999	antibiotic metabolic process	345	36	14.14	2.8e-07
GO:0045989	positive regulation of striated muscle c...	85	16	3.48	3.0e-07
GO:0044237	cellular metabolic process	13695	618	561.4	4.2e-07
GO:0033993	response to lipid	1898	121	77.81	4.7e-07
GO:0042537	benzene-containing compound metabolic pr...	171	23	7.01	5.4e-07
GO:1905952	regulation of lipid localization	448	42	18.37	5.6e-07
GO:0006716	juvenile hormone metabolic process	79	15	3.24	6.3e-07
GO:0033574	response to testosterone	173	23	7.09	6.6e-07
GO:0072592	oxygen metabolic process	42	11	1.72	6.8e-07
GO:0071704	organic substance metabolic process	13943	625	571.57	1.1e-06
GO:0042364	water-soluble vitamin biosynthetic proce...	72	14	2.95	1.1e-06
GO:0070995	NADPH oxidation	36	10	1.48	1.2e-06
GO:0006637	acyl-CoA metabolic process	248	28	10.17	1.3e-06
GO:0035383	thioester metabolic process	248	28	10.17	1.3e-06
GO:0033865	nucleoside bisphosphate metabolic proces...	339	34	13.9	1.5e-06
GO:0033875	ribonucleoside bisphosphate metabolic pr...	339	34	13.9	1.5e-06
GO:0034032	purine nucleoside bisphosphate metabolic...	339	34	13.9	1.5e-06
GO:0008203	cholesterol metabolic process	265	29	10.86	1.6e-06
GO:0006726	eye pigment biosynthetic process	143	20	5.86	1.6e-06
GO:0016137	glycoside metabolic process	96	16	3.94	1.7e-06
GO:0016125	sterol metabolic process	311	32	12.75	1.8e-06
GO:0042441	eye pigment metabolic process	144	20	5.9	1.8e-06
GO:0043324	pigment metabolic process involved in de...	144	20	5.9	1.8e-06
GO:0043474	pigment metabolic process involved in pi...	144	20	5.9	1.8e-06
GO:0002933	lipid hydroxylation	108	17	4.43	1.8e-06
GO:0072524	pyridine-containing compound metabolic p...	343	34	14.06	2.0e-06
GO:0030301	cholesterol transport	184	23	7.54	2.0e-06
GO:0015918	sterol transport	200	24	8.2	2.5e-06
GO:0071385	cellular response to glucocorticoid stim...	229	26	9.39	2.7e-06
GO:0006163	purine nucleotide metabolic process	1233	84	50.54	2.8e-06
GO:0006636	unsaturated fatty acid biosynthetic proc...	162	21	6.64	3.0e-06
GO:0019216	regulation of lipid metabolic process	919	67	37.67	3.3e-06
GO:0070980	biphenyl catabolic process	90	15	3.69	3.5e-06
GO:0010876	lipid localization	939	68	38.49	3.5e-06
GO:0042759	long-chain fatty acid biosynthetic proce...	138	19	5.66	3.6e-06
GO:0032411	positive regulation of transporter activ...	205	24	8.4	3.8e-06
GO:0006739	NADP metabolic process	127	18	5.21	4.3e-06
GO:0019852	L-ascorbic acid metabolic process	104	16	4.26	5.0e-06
GO:1901334	lactone metabolic process	104	16	4.26	5.0e-06
GO:0071384	cellular response to corticosteroid stim...	237	26	9.72	5.1e-06
GO:0042573	retinoic acid metabolic process	142	19	5.82	5.6e-06
GO:1901021	positive regulation of calcium ion trans...	106	16	4.35	6.4e-06
GO:0006718	juvenile hormone biosynthetic process	52	11	2.13	6.6e-06
GO:0052697	xenobiotic glucuronidation	95	15	3.89	7.0e-06
GO:0046173	polyol biosynthetic process	228	25	9.35	7.8e-06
GO:0016106	sesquiterpenoid biosynthetic process	53	11	2.17	8.1e-06
GO:0009725	response to hormone	2238	132	91.74	8.3e-06
GO:0006520	amino acid metabolic process	799	59	32.75	8.9e-06
GO:0014070	response to organic cyclic compound	2160	128	88.55	9.3e-06
GO:0052695	cellular glucuronidation	110	16	4.51	1.0e-05
GO:0006869	lipid transport	679	52	27.83	1.1e-05
GO:0006641	triglyceride metabolic process	263	27	10.78	1.2e-05
GO:0032355	response to estradiol	375	34	15.37	1.4e-05
GO:0009617	response to bacterium	1229	81	50.38	1.4e-05
GO:0032373	positive regulation of sterol transport	57	11	2.34	1.7e-05
GO:0032376	positive regulation of cholesterol trans...	57	11	2.34	1.7e-05
GO:0009063	amino acid catabolic process	315	30	12.91	1.7e-05
GO:0042440	pigment metabolic process	462	39	18.94	1.7e-05
GO:0048069	eye pigmentation	181	21	7.42	1.7e-05
GO:0008207	C21-steroid hormone metabolic process	154	19	6.31	1.8e-05
GO:0032370	positive regulation of lipid transport	168	20	6.89	1.9e-05
GO:0036378	calcitriol biosynthetic process from cal...	103	15	4.22	1.9e-05
GO:0070640	vitamin D3 metabolic process	103	15	4.22	1.9e-05
GO:0006605	protein targeting	730	54	29.93	2.1e-05
GO:0043603	amide metabolic process	2177	127	89.24	2.2e-05
GO:0045933	positive regulation of muscle contractio...	130	17	5.33	2.3e-05
GO:0016114	terpenoid biosynthetic process	93	14	3.81	2.5e-05
GO:0032368	regulation of lipid transport	290	28	11.89	2.5e-05
GO:0019362	pyridine nucleotide metabolic process	306	29	12.54	2.6e-05
GO:0046496	nicotinamide nucleotide metabolic proces...	306	29	12.54	2.6e-05
GO:0009117	nucleotide metabolic process	1348	86	55.26	2.6e-05
GO:1901019	regulation of calcium ion transmembrane ...	158	19	6.48	2.6e-05
GO:0044107	cellular alcohol metabolic process	106	15	4.35	2.7e-05
GO:0044108	cellular alcohol biosynthetic process	106	15	4.35	2.7e-05
GO:1905954	positive regulation of lipid localizatio...	217	23	8.9	3.1e-05
GO:0017001	antibiotic catabolic process	160	19	6.56	3.1e-05
GO:0033344	cholesterol efflux	84	13	3.44	3.5e-05
GO:0019637	organophosphate metabolic process	2243	129	91.95	3.6e-05
GO:1901657	glycosyl compound metabolic process	410	35	16.81	3.6e-05
GO:0006711	estrogen catabolic process	73	12	2.99	3.8e-05
GO:0001516	prostaglandin biosynthetic process	123	16	5.04	4.3e-05
GO:0046457	prostanoid biosynthetic process	123	16	5.04	4.3e-05
GO:0046226	coumarin catabolic process	74	12	3.03	4.4e-05
GO:0046271	phenylpropanoid catabolic process	74	12	3.03	4.4e-05
GO:0006699	bile acid biosynthetic process	63	11	2.58	4.5e-05
GO:0042559	pteridine-containing compound biosynthet...	63	11	2.58	4.5e-05
GO:0071394	cellular response to testosterone stimul...	86	13	3.53	4.6e-05
GO:0006753	nucleoside phosphate metabolic process	1370	86	56.16	4.6e-05
GO:0006643	membrane lipid metabolic process	449	37	18.41	4.7e-05
GO:0042368	vitamin D biosynthetic process	111	15	4.55	4.7e-05
GO:0045939	negative regulation of steroid metabolic...	111	15	4.55	4.7e-05
GO:1901605	alpha-amino acid metabolic process	607	46	24.88	4.7e-05
GO:0032414	positive regulation of ion transmembrane...	180	20	7.38	5.1e-05
GO:0032496	response to lipopolysaccharide	609	46	24.96	5.1e-05
GO:0010883	regulation of lipid storage	210	22	8.61	5.4e-05
GO:0006638	neutral lipid metabolic process	287	27	11.77	5.5e-05
GO:0006639	acylglycerol metabolic process	287	27	11.77	5.5e-05
GO:0071392	cellular response to estradiol stimulus	126	16	5.17	5.8e-05
GO:0006820	monoatomic anion transport	1341	84	54.97	6.1e-05
GO:0032374	regulation of cholesterol transport	101	14	4.14	6.3e-05
GO:0006011	UDP-glucose metabolic process	128	16	5.25	7.0e-05
GO:0015711	organic anion transport	1128	73	46.24	7.0e-05
GO:0019217	regulation of fatty acid metabolic proce...	261	25	10.7	7.7e-05
GO:0009820	alkaloid metabolic process	116	15	4.76	7.9e-05
GO:0009822	alkaloid catabolic process	91	13	3.73	8.3e-05
GO:0071361	cellular response to ethanol	144	17	5.9	8.7e-05
GO:0032371	regulation of sterol transport	105	14	4.3	9.7e-05
GO:0002237	response to molecule of bacterial origin	627	46	25.7	0.00010
GO:0016098	monoterpenoid metabolic process	93	13	3.81	0.00010
GO:1904427	positive regulation of calcium ion trans...	175	19	7.17	0.00011
GO:0006691	leukotriene metabolic process	58	10	2.38	0.00011
GO:1901361	organic cyclic compound catabolic proces...	1327	82	54.4	0.00012
GO:0006789	bilirubin conjugation	82	12	3.36	0.00012
GO:0051552	flavone metabolic process	82	12	3.36	0.00012
GO:1901617	organic hydroxy compound biosynthetic pr...	596	44	24.43	0.00013
GO:0006775	fat-soluble vitamin metabolic process	163	18	6.68	0.00013
GO:0043648	dicarboxylic acid metabolic process	286	26	11.72	0.00013
GO:0046677	response to antibiotic	994	65	40.75	0.00013
GO:0042447	hormone catabolic process	135	16	5.53	0.00013
GO:0006665	sphingolipid metabolic process	336	29	13.77	0.00014
GO:0052696	flavonoid glucuronidation	83	12	3.4	0.00014
GO:1904223	regulation of glucuronosyltransferase ac...	83	12	3.4	0.00014
GO:1904224	negative regulation of glucuronosyltrans...	83	12	3.4	0.00014
GO:2001030	negative regulation of cellular glucuron...	83	12	3.4	0.00014
GO:0031667	response to nutrient levels	1475	89	60.47	0.00014
GO:0046686	response to cadmium ion	271	25	11.11	0.00014
GO:0019218	regulation of steroid metabolic process	320	28	13.12	0.00014
GO:0009991	response to extracellular stimulus	1500	90	61.49	0.00015
GO:0042362	fat-soluble vitamin biosynthetic process	123	15	5.04	0.00015
GO:0033539	fatty acid beta-oxidation using acyl-CoA...	61	10	2.5	0.00017
GO:0045471	response to ethanol	623	45	25.54	0.00017
GO:2001029	regulation of cellular glucuronidation	85	12	3.48	0.00017
GO:0008299	isoprenoid biosynthetic process	111	14	4.55	0.00018
GO:0007600	sensory perception	930	61	38.12	0.00020
GO:0007608	sensory perception of smell	199	20	8.16	0.00021
GO:0010038	response to metal ion	1051	67	43.08	0.00022
GO:0035094	response to nicotine	170	18	6.97	0.00022
GO:0045922	negative regulation of fatty acid metabo...	100	13	4.1	0.00022
GO:0097306	cellular response to alcohol	313	27	12.83	0.00023
GO:0019751	polyol metabolic process	347	29	14.22	0.00024
GO:0006787	porphyrin-containing compound catabolic ...	88	12	3.61	0.00024
GO:0009804	coumarin metabolic process	88	12	3.61	0.00024
GO:0042167	heme catabolic process	88	12	3.61	0.00024
GO:0046149	pigment catabolic process	88	12	3.61	0.00024
GO:0009812	flavonoid metabolic process	101	13	4.14	0.00024
GO:0044238	primary metabolic process	13223	584	542.06	0.00025
GO:0097164	ammonium ion metabolic process	452	35	18.53	0.00025
GO:0016063	rhodopsin biosynthetic process	76	11	3.12	0.00026
GO:0018904	ether metabolic process	64	10	2.62	0.00026
GO:0032890	regulation of organic acid transport	143	16	5.86	0.00026
GO:1901606	alpha-amino acid catabolic process	283	25	11.6	0.00027
GO:0046154	rhodopsin metabolic process	77	11	3.16	0.00029
GO:0009698	phenylpropanoid metabolic process	90	12	3.69	0.00030
GO:0042398	cellular modified amino acid biosyntheti...	90	12	3.69	0.00030
GO:0070989	oxidative demethylation	104	13	4.26	0.00033
GO:0046165	alcohol biosynthetic process	443	34	18.16	0.00036
GO:0001889	liver development	515	38	21.11	0.00036
GO:0032365	intracellular lipid transport	79	11	3.24	0.00036
GO:0033015	tetrapyrrole catabolic process	92	12	3.77	0.00037
GO:0042359	vitamin D metabolic process	134	15	5.49	0.00040
GO:0044550	secondary metabolite biosynthetic proces...	93	12	3.81	0.00041
GO:0042221	response to chemical	6831	324	280.03	0.00046
GO:1901565	organonitrogen compound catabolic proces...	2621	140	107.44	0.00048
GO:0061008	hepaticobiliary system development	523	38	21.44	0.00048
GO:0009225	nucleotide-sugar metabolic process	197	19	8.08	0.00049
GO:0007606	sensory perception of chemical stimulus	296	25	12.13	0.00053
GO:0008015	blood circulation	909	58	37.26	0.00056
GO:0019433	triglyceride catabolic process	83	11	3.4	0.00056
GO:1901136	carbohydrate derivative catabolic proces...	401	31	16.44	0.00057
GO:0051928	positive regulation of calcium ion trans...	216	20	8.85	0.00060
GO:0003013	circulatory system process	952	60	39.03	0.00061
GO:0006942	regulation of striated muscle contractio...	233	21	9.55	0.00063
GO:0006026	aminoglycan catabolic process	140	15	5.74	0.00063
GO:0010035	response to inorganic substance	1567	90	64.24	0.00065
GO:0044273	sulfur compound catabolic process	98	12	4.02	0.00066
GO:2000191	regulation of fatty acid transport	72	10	2.95	0.00068
GO:0003008	system process	3107	161	127.37	0.00069
GO:0006672	ceramide metabolic process	187	18	7.67	0.00070
GO:0032409	regulation of transporter activity	442	33	18.12	0.00070
GO:0042632	cholesterol homeostasis	189	18	7.75	0.00079
GO:0055092	sterol homeostasis	189	18	7.75	0.00079
GO:0006027	glycosaminoglycan catabolic process	114	13	4.67	0.00080
GO:0097305	response to alcohol	883	56	36.2	0.00080
GO:0046148	pigment biosynthetic process	254	22	10.41	0.00081
GO:0015850	organic hydroxy compound transport	465	34	19.06	0.00084
GO:0007588	excretion	289	24	11.85	0.00087
GO:0007568	aging	1459	84	59.81	0.00092
GO:1903170	negative regulation of calcium ion trans...	75	10	3.07	0.00094
GO:0019915	lipid storage	378	29	15.5	0.00095
GO:0046466	membrane lipid catabolic process	131	14	5.37	0.00097
GO:1905953	negative regulation of lipid localizatio...	131	14	5.37	0.00097
GO:0006953	acute-phase response	132	14	5.41	0.00105
GO:0034767	positive regulation of monoatomic ion tr...	311	25	12.75	0.00109
GO:0009069	serine family amino acid metabolic proce...	118	13	4.84	0.00110
GO:0046461	neutral lipid catabolic process	105	12	4.3	0.00123
GO:0046464	acylglycerol catabolic process	105	12	4.3	0.00123
GO:0009066	aspartate family amino acid metabolic pr...	152	15	6.23	0.00148
GO:0046503	glycerolipid catabolic process	122	13	5	0.00150
GO:0006941	striated muscle contraction	336	26	13.77	0.00151
GO:0000096	sulfur amino acid metabolic process	94	11	3.85	0.00159
GO:0042558	pteridine-containing compound metabolic ...	124	13	5.08	0.00174
GO:0010565	regulation of cellular ketone metabolic ...	359	27	14.72	0.00186
GO:0003009	skeletal muscle contraction	82	10	3.36	0.00188
GO:0050850	positive regulation of calcium-mediated ...	96	11	3.94	0.00189
GO:0009150	purine ribonucleotide metabolic process	999	60	40.95	0.00193
GO:0044070	regulation of monoatomic anion transport	255	21	10.45	0.00196
GO:1901659	glycosyl compound biosynthetic process	111	12	4.55	0.00198
GO:0019432	triglyceride biosynthetic process	83	10	3.4	0.00206
GO:0015908	fatty acid transport	223	19	9.14	0.00215
GO:1901564	organonitrogen compound metabolic proces...	10042	450	411.66	0.00232
GO:0036315	cellular response to sterol	99	11	4.06	0.00242
GO:0032892	positive regulation of organic acid tran...	85	10	3.48	0.00246
GO:1904064	positive regulation of cation transmembr...	260	21	10.66	0.00248
GO:1903169	regulation of calcium ion transmembrane ...	295	23	12.09	0.00250
GO:0006687	glycosphingolipid metabolic process	161	15	6.6	0.00260
GO:2001259	positive regulation of cation channel ac...	115	12	4.71	0.00267
GO:0009259	ribonucleotide metabolic process	1034	61	42.39	0.00268
GO:0070296	sarcoplasmic reticulum calcium ion trans...	86	10	3.53	0.00269
GO:0046470	phosphatidylcholine metabolic process	146	14	5.99	0.00273
GO:1901700	response to oxygen-containing compound	3300	165	135.28	0.00279
GO:0044270	cellular nitrogen compound catabolic pro...	1160	67	47.55	0.00280
GO:0070887	cellular response to chemical stimulus	4605	222	188.77	0.00283
GO:0009409	response to cold	131	13	5.37	0.00283
GO:0006811	monoatomic ion transport	2698	138	110.6	0.00293
GO:1901616	organic hydroxy compound catabolic proce...	164	15	6.72	0.00311
GO:0001101	response to acid chemical	858	52	35.17	0.00316
GO:0043270	positive regulation of monoatomic ion tr...	523	35	21.44	0.00317
GO:0033273	response to vitamin	301	23	12.34	0.00321
GO:1901655	cellular response to ketone	285	22	11.68	0.00345
GO:0006778	porphyrin-containing compound metabolic ...	166	15	6.8	0.00348
GO:0048066	developmental pigmentation	395	28	16.19	0.00361
GO:0022898	regulation of transmembrane transporter ...	414	29	16.97	0.00366
GO:0019693	ribose phosphate metabolic process	1070	62	43.86	0.00371
GO:0019755	one-carbon compound transport	90	10	3.69	0.00375
GO:0046460	neutral lipid biosynthetic process	90	10	3.69	0.00375
GO:0046463	acylglycerol biosynthetic process	90	10	3.69	0.00375
GO:0072594	establishment of protein localization to...	927	55	38	0.00379
GO:1901654	response to ketone	627	40	25.7	0.00388
GO:0043473	pigmentation	473	32	19.39	0.00397
GO:0055117	regulation of cardiac muscle contraction	185	16	7.58	0.00401
GO:0006103	2-oxoglutarate metabolic process	91	10	3.73	0.00406
GO:0071378	cellular response to growth hormone stim...	106	11	4.35	0.00413
GO:0070542	response to fatty acid	203	17	8.32	0.00427
GO:0033013	tetrapyrrole metabolic process	238	19	9.76	0.00441
GO:1901137	carbohydrate derivative biosynthetic pro...	1268	71	51.98	0.00450
GO:0035296	regulation of tube diameter	292	22	11.97	0.00460
GO:0044262	cellular carbohydrate metabolic process	695	43	28.49	0.00486
GO:0010677	negative regulation of cellular carbohyd...	156	14	6.39	0.00497
GO:0030149	sphingolipid catabolic process	94	10	3.85	0.00512
GO:0033189	response to vitamin A	94	10	3.85	0.00512
GO:0042181	ketone biosynthetic process	94	10	3.85	0.00512
GO:0032412	regulation of monoatomic ion transmembra...	406	28	16.64	0.00525
GO:0010524	positive regulation of calcium ion trans...	110	11	4.51	0.00547
GO:0010882	regulation of cardiac muscle contraction...	95	10	3.89	0.00552
GO:0050848	regulation of calcium-mediated signaling	192	16	7.87	0.00573
GO:0008016	regulation of heart contraction	390	27	15.99	0.00576
GO:0050881	musculoskeletal movement	127	12	5.21	0.00599
GO:1901031	regulation of response to reactive oxyge...	97	10	3.98	0.00639
GO:1902475	L-alpha-amino acid transmembrane transpo...	145	13	5.94	0.00671
GO:0045833	negative regulation of lipid metabolic p...	213	17	8.73	0.00686
GO:0045912	negative regulation of carbohydrate meta...	162	14	6.64	0.00690
GO:0046486	glycerolipid metabolic process	792	47	32.47	0.00713
GO:0060048	cardiac muscle contraction	268	20	10.99	0.00742
GO:0050818	regulation of coagulation	115	11	4.71	0.00760
GO:0051926	negative regulation of calcium ion trans...	100	10	4.1	0.00789
GO:0008217	regulation of blood pressure	288	21	11.81	0.00797
GO:0002526	acute inflammatory response	217	17	8.9	0.00821
GO:0060416	response to growth hormone	149	13	6.11	0.00837
GO:0006954	inflammatory response	698	42	28.61	0.00849
GO:0006164	purine nucleotide biosynthetic process	578	36	23.69	0.00858
GO:0019318	hexose metabolic process	559	35	22.92	0.00877
GO:0046365	monosaccharide catabolic process	167	14	6.85	0.00893
GO:0009266	response to temperature stimulus	742	44	30.42	0.00916
GO:0015807	L-amino acid transport	151	13	6.19	0.00931
GO:1903522	regulation of blood circulation	483	31	19.8	0.00945
GO:0006979	response to oxidative stress	1120	62	45.91	0.00975
GO:0009064	glutamine family amino acid metabolic pr...	221	17	9.06	0.00975
GO:0010043	response to zinc ion	221	17	9.06	0.00975
GO:0031100	animal organ regeneration	239	18	9.8	0.00981
GO:0009605	response to external stimulus	4727	222	193.78	0.00986
GO:0072522	purine-containing compound biosynthetic ...	604	37	24.76	0.00998
