go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0001704	16	GO:0009790	0.755	6.79588001734407	2	formation of primary germ layer	embryo development
GO:0044271	7	GO:0006351	0.871	6.72124639904717	0	cellular nitrogen compound biosynthetic process	DNA-templated transcription
GO:0006403	19	GO:0006403	0.998	6.56863623584101	2	RNA localization	RNA localization
GO:0031327	7	GO:0006351	0.627	6.55284196865778	2	negative regulation of cellular biosynthetic process	DNA-templated transcription
GO:0009892	12	GO:0010605	0.941	6.52287874528034	0	negative regulation of metabolic process	negative regulation of macromolecule metabolic process
GO:0018130	7	GO:0006351	0.916	6.46852108295774	0	heterocycle biosynthetic process	DNA-templated transcription
GO:0007350	13	GO:0009880	0.92	6.46852108295774	0	blastoderm segmentation	embryonic pattern specification
GO:0048024	2	GO:0006396	0.725	6.44369749923271	22	regulation of mRNA splicing, via spliceosome	RNA processing
GO:0001710	16	GO:0009790	0.639	6.38721614328026	1	mesodermal cell fate commitment	embryo development
GO:0001707	20	GO:0001707	0.999	6.36653154442041	33	mesoderm formation	mesoderm formation
GO:0044265	21	GO:0044265	0.988	6.32790214206428	3	cellular macromolecule catabolic process	cellular macromolecule catabolic process
GO:0006611	10	GO:0006913	0.848	6.29242982390206	38	protein export from nucleus	nucleocytoplasmic transport
GO:0007389	13	GO:0009880	0.816	6.29242982390206	31	pattern specification process	embryonic pattern specification
GO:0006399	2	GO:0006396	0.469	6.2839966563652	2	tRNA metabolic process	RNA processing
GO:0071166	10	GO:0006913	0.375	6.25963731050576	1	ribonucleoprotein complex localization	nucleocytoplasmic transport
GO:0048663	11	GO:0001708	0.817	6.2518119729938	18	neuron fate commitment	cell fate specification
GO:0006405	22	GO:0006405	0.999	6.23657200643706	18	RNA export from nucleus	RNA export from nucleus
GO:0009890	7	GO:0006351	0.613	6.22184874961636	2	negative regulation of biosynthetic process	DNA-templated transcription
GO:0048332	20	GO:0001707	0.995	6.20760831050175	2	mesoderm morphogenesis	mesoderm formation
GO:0048333	20	GO:0001707	0.952	6.20760831050175	11	mesodermal cell differentiation	mesoderm formation
GO:0048518	8	GO:0045935	0.582	6.16749108729376	0	positive regulation of biological process	positive regulation of nucleobase-containing compound metabolic process
GO:0010604	8	GO:0045935	0.8	6.16749108729376	0	positive regulation of macromolecule metabolic process	positive regulation of nucleobase-containing compound metabolic process
GO:1903507	12	GO:0010605	0.8	6.14266750356873	3	negative regulation of nucleic acid-templated transcription	negative regulation of macromolecule metabolic process
GO:0003006	23	GO:0003006	0.99	6.14266750356873	5	developmental process involved in reproduction	developmental process involved in reproduction
GO:0060795	16	GO:0009790	0.672	6.11918640771921	0	cell fate commitment involved in formation of primary germ layer	embryo development
GO:0006996	5	GO:0071840	0.771	5.95860731484177	9	organelle organization	cellular component organization or biogenesis
GO:0010608	24	GO:0010608	0.988	5.95860731484177	27	post-transcriptional regulation of gene expression	post-transcriptional regulation of gene expression
GO:1902679	12	GO:0010605	0.802	5.95860731484177	2	negative regulation of RNA biosynthetic process	negative regulation of macromolecule metabolic process
GO:0048519	12	GO:0010605	0.73	5.92081875395237	0	negative regulation of biological process	negative regulation of macromolecule metabolic process
GO:0045892	12	GO:0010605	0.8	5.92081875395237	649	negative regulation of DNA-templated transcription	negative regulation of macromolecule metabolic process
GO:0050684	2	GO:0006396	0.741	5.92081875395237	20	regulation of mRNA processing	RNA processing
GO:0031325	8	GO:0045935	0.893	5.92081875395237	0	positive regulation of cellular metabolic process	positive regulation of nucleobase-containing compound metabolic process
GO:0019438	7	GO:0006351	0.915	5.85387196432176	0	aromatic compound biosynthetic process	DNA-templated transcription
GO:0003002	13	GO:0009880	0.809	5.82390874094432	0	regionalization	embryonic pattern specification
GO:0045893	8	GO:0045935	0.943	5.72124639904717	832	positive regulation of DNA-templated transcription	positive regulation of nucleobase-containing compound metabolic process
GO:0043484	2	GO:0006396	0.761	5.67778070526608	88	regulation of RNA splicing	RNA processing
GO:0031328	8	GO:0045935	0.824	5.61978875828839	3	positive regulation of cellular biosynthetic process	positive regulation of nucleobase-containing compound metabolic process
GO:0007501	16	GO:0009790	0.622	5.61978875828839	7	mesodermal cell fate specification	embryo development
GO:0016570	25	GO:0016570	0.993	5.50863830616573	84	histone modification	histone modification
GO:0060581	11	GO:0001708	0.715	5.49485002168009	0	cell fate commitment involved in pattern specification	cell fate specification
GO:0070918	2	GO:0006396	0.705	5.49485002168009	0	regulatory ncRNA processing	RNA processing
GO:0051246	26	GO:0051246	0.969	5.46852108295774	11	regulation of protein metabolic process	regulation of protein metabolic process
GO:0007281	23	GO:0003006	0.864	5.3767507096021	37	germ cell development	developmental process involved in reproduction
GO:0007059	27	GO:0007059	0.994	5.3767507096021	89	chromosome segregation	chromosome segregation
GO:0009891	8	GO:0045935	0.711	5.36653154442041	0	positive regulation of biosynthetic process	positive regulation of nucleobase-containing compound metabolic process
GO:0010002	18	GO:0048863	0.821	5.34678748622466	3	cardioblast differentiation	stem cell differentiation
GO:0000578	13	GO:0009880	0.956	5.34678748622466	7	embryonic axis specification	embryonic pattern specification
GO:0042273	4	GO:0022613	0.827	5.32790214206428	43	ribosomal large subunit biogenesis	ribonucleoprotein complex biogenesis
GO:0022607	4	GO:0022613	0.736	5.31875876262441	1	cellular component assembly	ribonucleoprotein complex biogenesis
GO:0006406	22	GO:0006405	0.975	5.30102999566398	76	mRNA export from nucleus	RNA export from nucleus
GO:0022402	27	GO:0007059	0.855	5.2839966563652	0	cell cycle process	chromosome segregation
GO:0031324	12	GO:0010605	0.857	5.23657200643706	0	negative regulation of cellular metabolic process	negative regulation of macromolecule metabolic process
GO:0022412	23	GO:0003006	0.771	5.23657200643706	0	cellular process involved in reproduction in multicellular organism	developmental process involved in reproduction
GO:0007018	28	GO:0007018	0.995	5.20760831050175	69	microtubule-based movement	microtubule-based movement
GO:0042274	4	GO:0022613	0.84	5.19382002601611	22	ribosomal small subunit biogenesis	ribonucleoprotein complex biogenesis
GO:0043632	21	GO:0044265	0.935	5.18045606445813	0	modification-dependent macromolecule catabolic process	cellular macromolecule catabolic process
GO:0009893	8	GO:0045935	0.814	5.1249387366083	0	positive regulation of metabolic process	positive regulation of nucleobase-containing compound metabolic process
GO:0043967	25	GO:0016570	0.813	5.07572071393812	37	histone H4 acetylation	histone modification
GO:0031503	29	GO:0031503	0.998	5.07058107428571	14	protein-containing complex localization	protein-containing complex localization
GO:0007369	16	GO:0009790	0.793	5.05060999335509	25	gastrulation	embryo development
GO:0006368	7	GO:0006351	0.562	5.0268721464003	37	transcription elongation by RNA polymerase II	DNA-templated transcription
GO:0001709	11	GO:0001708	0.784	4.95860731484177	18	cell fate determination	cell fate specification
GO:0045944	8	GO:0045935	0.891	4.95860731484177	1497	positive regulation of transcription by RNA polymerase II	positive regulation of nucleobase-containing compound metabolic process
GO:0000280	5	GO:0071840	0.536	4.95860731484177	0	nuclear division	cellular component organization or biogenesis
GO:0016567	26	GO:0051246	0.546	4.88605664769316	657	protein ubiquitination	regulation of protein metabolic process
GO:0010628	8	GO:0045935	0.675	4.88605664769316	555	positive regulation of gene expression	positive regulation of nucleobase-containing compound metabolic process
GO:0034243	7	GO:0006351	0.545	4.88605664769316	24	regulation of transcription elongation by RNA polymerase II	DNA-templated transcription
GO:0045685	30	GO:0045685	0.999	4.88605664769316	1	regulation of glial cell differentiation	regulation of glial cell differentiation
GO:0043412	25	GO:0016570	0.686	4.85387196432176	0	macromolecule modification	histone modification
GO:0009057	21	GO:0044265	0.946	4.85387196432176	0	macromolecule catabolic process	cellular macromolecule catabolic process
GO:0048864	18	GO:0048863	0.919	4.85387196432176	7	stem cell development	stem cell differentiation
GO:0060911	18	GO:0048863	0.332	4.76955107862173	0	cardiac cell fate commitment	stem cell differentiation
GO:0030154	31	GO:0030154	0.934	4.74472749489669	599	cell differentiation	cell differentiation
GO:0048523	12	GO:0010605	0.689	4.72124639904717	0	negative regulation of cellular process	negative regulation of macromolecule metabolic process
GO:0017145	32	GO:0017145	1	4.65757731917779	7	stem cell division	stem cell division
GO:0051640	33	GO:0051640	0.994	4.65757731917779	4	organelle localization	organelle localization
GO:0070647	26	GO:0051246	0.573	4.65757731917779	0	protein modification by small protein conjugation or removal	regulation of protein metabolic process
GO:0051170	10	GO:0006913	0.921	4.63827216398241	6	import into nucleus	nucleocytoplasmic transport
GO:0008595	13	GO:0009880	0.905	4.61978875828839	8	anterior/posterior axis specification, embryo	embryonic pattern specification
GO:0007351	13	GO:0009880	0.905	4.61978875828839	0	tripartite regional subdivision	embryonic pattern specification
GO:0051028	22	GO:0006405	0.938	4.60205999132796	64	mRNA transport	RNA export from nucleus
GO:0051128	34	GO:0051128	0.972	4.58502665202918	3	regulation of cellular component organization	regulation of cellular component organization
GO:0009952	13	GO:0009880	0.748	4.56863623584101	87	anterior/posterior pattern specification	embryonic pattern specification
GO:0000003	23	GO:0003006	0.91	4.55284196865778	2	reproduction	developmental process involved in reproduction
GO:0007049	27	GO:0007059	0.806	4.55284196865778	283	cell cycle	chromosome segregation
GO:0032446	26	GO:0051246	0.555	4.48148606012211	5	protein modification by small protein conjugation	regulation of protein metabolic process
GO:0048869	31	GO:0030154	0.932	4.45593195564972	0	cellular developmental process	cell differentiation
GO:0030163	21	GO:0044265	0.904	4.45593195564972	67	protein catabolic process	cellular macromolecule catabolic process
GO:0043414	35	GO:0043414	0.996	4.44369749923271	0	macromolecule methylation	macromolecule methylation
GO:0019941	21	GO:0044265	0.932	4.3767507096021	8	modification-dependent protein catabolic process	cellular macromolecule catabolic process
GO:0030490	4	GO:0022613	0.809	4.36653154442041	23	maturation of SSU-rRNA	ribonucleoprotein complex biogenesis
GO:0048285	5	GO:0071840	0.544	4.33724216831843	0	organelle fission	cellular component organization or biogenesis
GO:0022414	23	GO:0003006	0.911	4.30102999566398	4	reproductive process	developmental process involved in reproduction
GO:0010498	21	GO:0044265	0.836	4.25963731050576	18	proteasomal protein catabolic process	cellular macromolecule catabolic process
GO:0090598	23	GO:0003006	0.601	4.24412514432751	0	male anatomical structure morphogenesis	developmental process involved in reproduction
GO:0048880	36	GO:0048880	0.996	4.24412514432751	3	sensory system development	sensory system development
GO:0010001	30	GO:0045685	0.9	4.24412514432751	14	glial cell differentiation	regulation of glial cell differentiation
GO:0006511	21	GO:0044265	0.931	4.22184874961636	312	ubiquitin-dependent protein catabolic process	cellular macromolecule catabolic process
GO:0048713	30	GO:0045685	0.96	4.19382002601611	6	regulation of oligodendrocyte differentiation	regulation of glial cell differentiation
GO:0035196	2	GO:0006396	0.676	4.17392519729917	24	miRNA processing	RNA processing
GO:0032434	21	GO:0044265	0.775	4.17392519729917	17	regulation of proteasomal ubiquitin-dependent protein catabolic process	cellular macromolecule catabolic process
GO:0007276	23	GO:0003006	0.817	4.13667713987954	20	gamete generation	developmental process involved in reproduction
GO:0048665	11	GO:0001708	0.917	4.13667713987954	20	neuron fate specification	cell fate specification
GO:2000058	21	GO:0044265	0.792	4.13076828026902	6	regulation of ubiquitin-dependent protein catabolic process	cellular macromolecule catabolic process
GO:1903313	2	GO:0006396	0.451	4.13076828026902	0	positive regulation of mRNA metabolic process	RNA processing
GO:0043487	21	GO:0044265	0.828	4.1249387366083	0	regulation of RNA stability	cellular macromolecule catabolic process
GO:0060485	20	GO:0001707	0.514	4.11918640771921	5	mesenchyme development	mesoderm formation
GO:0061136	21	GO:0044265	0.737	4.09691001300806	20	regulation of proteasomal protein catabolic process	cellular macromolecule catabolic process
GO:0006259	6	GO:0044260	0.813	4.09691001300806	24	DNA metabolic process	cellular macromolecule metabolic process
GO:0021955	30	GO:0045685	0.467	4.08618614761628	7	central nervous system neuron axonogenesis	regulation of glial cell differentiation
GO:0000278	27	GO:0007059	0.736	4.04575749056067	149	mitotic cell cycle	chromosome segregation
GO:0031047	12	GO:0010605	0.755	4.04095860767891	33	RNA-mediated gene silencing	negative regulation of macromolecule metabolic process
GO:0070727	19	GO:0006403	0.657	4.0087739243075	0	cellular macromolecule localization	RNA localization
GO:0031329	21	GO:0044265	0.752	4	0	regulation of cellular catabolic process	cellular macromolecule catabolic process
GO:0060560	37	GO:0060560	0.998	4	3	developmental growth involved in morphogenesis	developmental growth involved in morphogenesis
GO:0006354	7	GO:0006351	0.576	3.95860731484178	2	DNA-templated transcription elongation	DNA-templated transcription
GO:0042078	32	GO:0017145	0.876	3.95860731484178	1	germ-line stem cell division	stem cell division
GO:0048569	17	GO:0048645	0.326	3.95860731484178	0	post-embryonic animal organ development	animal organ formation
GO:1903050	21	GO:0044265	0.751	3.95860731484178	0	regulation of proteolysis involved in protein catabolic process	cellular macromolecule catabolic process
GO:0150063	36	GO:0048880	0.995	3.95860731484178	1	visual system development	sensory system development
GO:0001654	36	GO:0048880	0.995	3.95860731484178	45	eye development	sensory system development
GO:0000460	4	GO:0022613	0.775	3.92081875395238	16	maturation of 5.8S rRNA	ribonucleoprotein complex biogenesis
GO:0007498	20	GO:0001707	0.947	3.92081875395238	31	mesoderm development	mesoderm formation
GO:0043488	21	GO:0044265	0.825	3.88605664769316	42	regulation of mRNA stability	cellular macromolecule catabolic process
GO:0009894	21	GO:0044265	0.719	3.85387196432176	0	regulation of catabolic process	cellular macromolecule catabolic process
GO:0008104	19	GO:0006403	0.657	3.85387196432176	126	protein localization	RNA localization
GO:0044238	1	GO:0090304	0.599	3.85387196432176	2	primary metabolic process	nucleic acid metabolic process
GO:0051603	21	GO:0044265	0.879	3.82390874094432	40	proteolysis involved in protein catabolic process	cellular macromolecule catabolic process
GO:0051656	33	GO:0051640	0.964	3.82390874094432	3	establishment of organelle localization	organelle localization
GO:0061157	21	GO:0044265	0.786	3.82390874094432	20	mRNA destabilization	cellular macromolecule catabolic process
GO:0051052	6	GO:0044260	0.699	3.82390874094432	0	regulation of DNA metabolic process	cellular macromolecule metabolic process
GO:0009948	13	GO:0009880	0.679	3.82390874094432	19	anterior/posterior axis specification	embryonic pattern specification
GO:0007017	28	GO:0007018	0.88	3.79588001734407	17	microtubule-based process	microtubule-based movement
GO:0065007	9	GO:0050794	0.491	3.79588001734407	0	biological regulation	regulation of cellular process
GO:0006352	3	GO:0010467	0.445	3.76955107862173	18	DNA-templated transcription initiation	gene expression
GO:0009792	16	GO:0009790	0.901	3.76955107862173	23	embryo development ending in birth or egg hatching	embryo development
GO:0050779	21	GO:0044265	0.788	3.76955107862173	4	RNA destabilization	cellular macromolecule catabolic process
GO:0042176	21	GO:0044265	0.784	3.76955107862173	17	regulation of protein catabolic process	cellular macromolecule catabolic process
GO:0006606	10	GO:0006913	0.917	3.76955107862173	120	protein import into nucleus	nucleocytoplasmic transport
GO:0032784	7	GO:0006351	0.56	3.74472749489669	11	regulation of DNA-templated transcription elongation	DNA-templated transcription
GO:0043161	21	GO:0044265	0.884	3.74472749489669	249	proteasome-mediated ubiquitin-dependent protein catabolic process	cellular macromolecule catabolic process
GO:0000470	4	GO:0022613	0.748	3.72124639904717	7	maturation of LSU-rRNA	ribonucleoprotein complex biogenesis
GO:0098813	27	GO:0007059	0.97	3.72124639904717	2	nuclear chromosome segregation	chromosome segregation
GO:0044703	23	GO:0003006	0.706	3.72124639904717	0	multi-organism reproductive process	developmental process involved in reproduction
GO:0007165	38	GO:0007165	0.893	3.69897000433602	1108	signal transduction	signal transduction
GO:0060688	39	GO:0060688	1	3.69897000433602	2	regulation of morphogenesis of a branching structure	regulation of morphogenesis of a branching structure
GO:0000122	12	GO:0010605	0.751	3.69897000433602	1142	negative regulation of transcription by RNA polymerase II	negative regulation of macromolecule metabolic process
GO:0033044	5	GO:0071840	0.492	3.67778070526608	19	regulation of chromosome organization	cellular component organization or biogenesis
GO:2000027	17	GO:0048645	0.587	3.67778070526608	1	regulation of animal organ morphogenesis	animal organ formation
GO:0042659	11	GO:0001708	0.901	3.67778070526608	13	regulation of cell fate specification	cell fate specification
GO:0031123	2	GO:0006396	0.738	3.65757731917779	7	RNA 3'-end processing	RNA processing
GO:0050657	22	GO:0006405	0.963	3.63827216398241	0	nucleic acid transport	RNA export from nucleus
GO:0050658	22	GO:0006405	0.963	3.63827216398241	10	RNA transport	RNA export from nucleus
GO:0007154	40	GO:0007154	0.876	3.58502665202918	18	cell communication	cell communication
GO:0009791	41	GO:0009791	0.999	3.58502665202918	70	post-embryonic development	post-embryonic development
GO:0048859	42	GO:0048859	1	3.56863623584101	4	formation of anatomical boundary	formation of anatomical boundary
GO:0032435	21	GO:0044265	0.691	3.55284196865778	38	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	cellular macromolecule catabolic process
GO:0043401	43	GO:0043401	0.999	3.55284196865778	22	steroid hormone mediated signaling pathway	steroid hormone mediated signaling pathway
GO:0006367	3	GO:0010467	0.432	3.55284196865778	55	transcription initiation at RNA polymerase II promoter	gene expression
GO:0008033	2	GO:0006396	0.757	3.53760200210104	19	tRNA processing	RNA processing
GO:0010092	17	GO:0048645	0.956	3.53760200210104	1	specification of animal organ identity	animal organ formation
GO:0022008	30	GO:0045685	0.653	3.53760200210104	56	neurogenesis	regulation of glial cell differentiation
GO:0007399	30	GO:0045685	0.577	3.52287874528034	375	nervous system development	regulation of glial cell differentiation
GO:0051236	19	GO:0006403	0.983	3.52287874528034	0	establishment of RNA localization	RNA localization
GO:0048699	30	GO:0045685	0.641	3.50863830616573	9	generation of neurons	regulation of glial cell differentiation
GO:0061013	2	GO:0006396	0.467	3.49485002168009	0	regulation of mRNA catabolic process	RNA processing
GO:0009451	25	GO:0016570	0.486	3.49485002168009	1	RNA modification	histone modification
GO:0001701	16	GO:0009790	0.832	3.49485002168009	206	in utero embryonic development	embryo development
GO:0006412	44	GO:0006412	0.99	3.49485002168009	220	translation	translation
GO:0072384	10	GO:0006913	0.609	3.49485002168009	17	organelle transport along microtubule	nucleocytoplasmic transport
GO:0014013	30	GO:0045685	0.786	3.48148606012211	2	regulation of gliogenesis	regulation of glial cell differentiation
GO:1901362	7	GO:0006351	0.907	3.48148606012211	0	organic cyclic compound biosynthetic process	DNA-templated transcription
GO:0009755	43	GO:0043401	0.969	3.48148606012211	50	hormone-mediated signaling pathway	steroid hormone mediated signaling pathway
GO:0072089	45	GO:0072089	0.999	3.46852108295774	46	stem cell proliferation	stem cell proliferation
GO:0007548	23	GO:0003006	0.866	3.46852108295774	19	sex differentiation	developmental process involved in reproduction
GO:0042063	30	GO:0045685	0.867	3.45593195564972	7	gliogenesis	regulation of glial cell differentiation
GO:0006338	15	GO:0006325	0.948	3.45593195564972	235	chromatin remodeling	chromatin organization
GO:0045687	30	GO:0045685	0.957	3.44369749923271	2	positive regulation of glial cell differentiation	regulation of glial cell differentiation
GO:0006417	44	GO:0006412	0.92	3.44369749923271	67	regulation of translation	translation
GO:0072091	45	GO:0072089	0.96	3.43179827593301	11	regulation of stem cell proliferation	stem cell proliferation
GO:0061035	20	GO:0001707	0.454	3.43179827593301	3	regulation of cartilage development	mesoderm formation
GO:0090305	46	GO:0090305	0.998	3.42021640338319	78	nucleic acid phosphodiester bond hydrolysis	nucleic acid phosphodiester bond hydrolysis
