GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0000902	cell morphogenesis	2371	229	157.88	1.5e-09
GO:0006403	RNA localization	525	73	34.96	1.5e-09
GO:0031328	positive regulation of cellular biosynth...	2581	243	171.86	4.4e-09
GO:1903508	positive regulation of nucleic acid-temp...	1981	196	131.91	4.6e-09
GO:1902680	positive regulation of RNA biosynthetic ...	1982	196	131.98	4.8e-09
GO:0051173	positive regulation of nitrogen compound...	4052	353	269.81	5.0e-09
GO:0065007	biological regulation	13404	977	892.53	5.4e-09
GO:0006355	regulation of DNA-templated transcriptio...	3392	304	225.86	5.5e-09
GO:0060560	developmental growth involved in morphog...	745	92	49.61	5.6e-09
GO:0034641	cellular nitrogen compound metabolic pro...	8291	649	552.07	5.7e-09
GO:0008380	RNA splicing	759	93	50.54	6.8e-09
GO:0022412	cellular process involved in reproductio...	2146	208	142.9	7.7e-09
GO:0043967	histone H4 acetylation	132	29	8.79	8.8e-09
GO:0045935	positive regulation of nucleobase-contai...	2445	231	162.81	8.9e-09
GO:0120039	plasma membrane bounded cell projection ...	1915	189	127.51	1.1e-08
GO:0048858	cell projection morphogenesis	1919	189	127.78	1.3e-08
GO:0009891	positive regulation of biosynthetic proc...	2625	243	174.79	2.0e-08
GO:0022618	ribonucleoprotein complex assembly	413	59	27.5	2.2e-08
GO:0048812	neuron projection morphogenesis	1900	186	126.52	2.7e-08
GO:0071826	ribonucleoprotein complex subunit organi...	438	61	29.17	3.2e-08
GO:0006366	transcription by RNA polymerase II	2731	250	181.85	3.3e-08
GO:0010604	positive regulation of macromolecule met...	4482	379	298.44	3.7e-08
GO:0032990	cell part morphogenesis	1960	190	130.51	3.9e-08
GO:0007276	gamete generation	2532	234	168.6	4.7e-08
GO:0051128	regulation of cellular component organiz...	4395	372	292.65	4.8e-08
GO:0048468	cell development	5409	444	360.17	5.5e-08
GO:1903311	regulation of mRNA metabolic process	583	74	38.82	5.9e-08
GO:0048609	multicellular organismal reproductive pr...	3082	275	205.22	6.0e-08
GO:0001709	cell fate determination	375	54	24.97	6.5e-08
GO:0044271	cellular nitrogen compound biosynthetic ...	5859	473	390.13	1.3e-07
GO:0003006	developmental process involved in reprod...	3045	270	202.76	1.5e-07
GO:0040007	growth	2647	240	176.26	1.5e-07
GO:0016570	histone modification	730	86	48.61	1.5e-07
GO:0032504	multicellular organism reproduction	3223	283	214.61	1.6e-07
GO:0000904	cell morphogenesis involved in different...	2003	190	133.37	1.9e-07
GO:0000003	reproduction	4283	360	285.19	2.0e-07
GO:0031175	neuron projection development	2432	223	161.94	2.0e-07
GO:0031325	positive regulation of cellular metaboli...	4300	361	286.32	2.1e-07
GO:0006412	translation	1003	109	66.79	2.2e-07
GO:0030030	cell projection organization	2992	265	199.23	2.2e-07
GO:0043412	macromolecule modification	5488	445	365.43	2.5e-07
GO:0051130	positive regulation of cellular componen...	2296	212	152.88	2.5e-07
GO:0010629	negative regulation of gene expression	2718	244	180.98	2.6e-07
GO:0010605	negative regulation of macromolecule met...	3730	319	248.37	2.7e-07
GO:0120036	plasma membrane bounded cell projection ...	2974	263	198.03	2.8e-07
GO:0048667	cell morphogenesis involved in neuron di...	1820	174	121.19	4.1e-07
GO:0006338	chromatin remodeling	472	61	31.43	4.7e-07
GO:0019953	sexual reproduction	2927	258	194.9	5.1e-07
GO:0070727	cellular macromolecule localization	4240	354	282.33	5.3e-07
GO:0006417	regulation of translation	661	78	44.01	5.4e-07
GO:0048869	cellular developmental process	6664	524	443.74	6.0e-07
GO:0030154	cell differentiation	6548	516	436.01	6.0e-07
GO:0043414	macromolecule methylation	412	55	27.43	6.2e-07
GO:0048666	neuron development	2868	253	190.97	6.4e-07
GO:0022414	reproductive process	4155	347	276.67	7.1e-07
GO:0008104	protein localization	4156	347	276.74	7.3e-07
GO:0051246	regulation of protein metabolic process	3908	329	260.22	7.5e-07
GO:0060581	cell fate commitment involved in pattern...	87	20	5.79	8.2e-07
GO:0043043	peptide biosynthetic process	1103	115	73.45	8.3e-07
GO:0044703	multi-organism reproductive process	3039	265	202.36	8.4e-07
GO:0006807	nitrogen compound metabolic process	12448	904	828.88	8.6e-07
GO:0045165	cell fate commitment	1008	107	67.12	8.8e-07
GO:0031047	RNA-mediated gene silencing	264	40	17.58	8.8e-07
GO:0048477	oogenesis	1526	149	101.61	9.4e-07
GO:0048645	animal organ formation	171	30	11.39	9.5e-07
GO:0045893	positive regulation of DNA-templated tra...	1872	176	124.65	1.0e-06
GO:0042273	ribosomal large subunit biogenesis	112	23	7.46	1.1e-06
GO:0006996	organelle organization	5843	465	389.07	1.2e-06
GO:0032989	cellular component morphogenesis	2556	228	170.2	1.2e-06
GO:0006357	regulation of transcription by RNA polym...	2550	227	169.8	1.5e-06
GO:0022607	cellular component assembly	4914	399	327.21	1.5e-06
GO:0009893	positive regulation of metabolic process	4818	392	320.82	1.6e-06
GO:0007293	germarium-derived egg chamber formation	231	36	15.38	1.6e-06
GO:0030706	germarium-derived oocyte differentiation	115	23	7.66	1.7e-06
GO:0019538	protein metabolic process	7509	578	500	1.8e-06
GO:0022604	regulation of cell morphogenesis	1133	116	75.44	1.8e-06
GO:0003002	regionalization	1443	141	96.09	1.8e-06
GO:0048519	negative regulation of biological proces...	7163	554	476.96	2.1e-06
GO:0040011	locomotion	3480	294	231.72	2.8e-06
GO:0030520	intracellular estrogen receptor signalin...	86	19	5.73	2.9e-06
GO:0016049	cell growth	1194	120	79.51	3.0e-06
GO:0007389	pattern specification process	1532	147	102.01	3.0e-06
GO:0006399	tRNA metabolic process	229	35	15.25	3.4e-06
GO:0006611	protein export from nucleus	310	43	20.64	3.8e-06
GO:0006913	nucleocytoplasmic transport	638	73	42.48	3.9e-06
GO:0051169	nuclear transport	638	73	42.48	3.9e-06
GO:0010558	negative regulation of macromolecule bio...	1982	181	131.98	4.5e-06
GO:0007292	female gamete generation	1647	155	109.67	4.7e-06
GO:0034654	nucleobase-containing compound biosynthe...	4619	374	307.57	5.2e-06
GO:0022603	regulation of anatomical structure morph...	1955	178	130.18	6.6e-06
GO:0033036	macromolecule localization	4943	396	329.14	6.8e-06
GO:0030182	neuron differentiation	3324	280	221.34	6.8e-06
GO:2000026	regulation of multicellular organismal d...	3686	306	245.44	7.5e-06
GO:0048859	formation of anatomical boundary	108	21	7.19	7.6e-06
GO:0051172	negative regulation of nitrogen compound...	3208	271	213.61	8.1e-06
GO:0009790	embryo development	2981	254	198.5	9.1e-06
GO:0060284	regulation of cell development	2389	210	159.08	9.3e-06
GO:0042078	germ-line stem cell division	77	17	5.13	9.6e-06
GO:0007409	axonogenesis	1426	136	94.95	1.0e-05
GO:1990138	neuron projection extension	530	62	35.29	1.0e-05
GO:0009451	RNA modification	192	30	12.78	1.1e-05
GO:1901360	organic cyclic compound metabolic proces...	8050	608	536.03	1.1e-05
GO:0071166	ribonucleoprotein complex localization	212	32	14.12	1.2e-05
GO:0009653	anatomical structure morphogenesis	5373	424	357.77	1.3e-05
GO:0051962	positive regulation of nervous system de...	1257	122	83.7	1.3e-05
GO:0014032	neural crest cell development	95	19	6.33	1.3e-05
GO:0048569	post-embryonic animal organ development	1183	116	78.77	1.4e-05
GO:0050657	nucleic acid transport	348	45	23.17	1.5e-05
GO:0050658	RNA transport	348	45	23.17	1.5e-05
GO:2000113	negative regulation of cellular macromol...	1916	173	127.58	1.5e-05
GO:0051168	nuclear export	328	43	21.84	1.6e-05
GO:0051253	negative regulation of RNA metabolic pro...	1711	157	113.93	1.7e-05
GO:0048588	developmental cell growth	678	74	45.15	1.8e-05
GO:0022008	neurogenesis	3739	307	248.97	1.8e-05
GO:0051674	localization of cell	1779	162	118.46	1.8e-05
GO:0042274	ribosomal small subunit biogenesis	114	21	7.59	1.8e-05
GO:0017148	negative regulation of translation	330	43	21.97	1.9e-05
GO:0043488	regulation of mRNA stability	288	39	19.18	1.9e-05
GO:0007399	nervous system development	4782	381	318.42	1.9e-05
GO:0051236	establishment of RNA localization	352	45	23.44	1.9e-05
GO:0048699	generation of neurons	3562	294	237.18	1.9e-05
GO:0009994	oocyte differentiation	507	59	33.76	2.0e-05
GO:0007165	signal transduction	6538	503	435.35	2.0e-05
GO:0051656	establishment of organelle localization	1145	112	76.24	2.2e-05
GO:0043487	regulation of RNA stability	301	40	20.04	2.3e-05
GO:0045944	positive regulation of transcription by ...	1425	134	94.89	2.3e-05
GO:0030518	intracellular steroid hormone receptor s...	271	37	18.05	2.5e-05
GO:0048523	negative regulation of cellular process	6524	501	434.41	2.6e-05
GO:0048589	developmental growth	2081	184	138.57	2.6e-05
GO:0010628	positive regulation of gene expression	2902	245	193.24	2.7e-05
GO:0009952	anterior/posterior pattern specification	640	70	42.62	2.8e-05
GO:0045934	negative regulation of nucleobase-contai...	1872	168	124.65	2.8e-05
GO:0019827	stem cell population maintenance	401	49	26.7	2.8e-05
GO:0009791	post-embryonic development	2084	184	138.77	2.9e-05
GO:0048870	cell motility	2513	216	167.33	2.9e-05
GO:0060966	regulation of gene silencing by RNA	127	22	8.46	3.2e-05
GO:0044087	regulation of cellular component biogene...	1995	177	132.84	3.2e-05
GO:0035194	RNA-mediated post-transcriptional gene s...	233	33	15.51	3.2e-05
GO:0048640	negative regulation of developmental gro...	327	42	21.77	3.3e-05
GO:0048729	tissue morphogenesis	1996	177	132.91	3.3e-05
GO:0018130	heterocycle biosynthetic process	4853	384	323.15	3.4e-05
GO:0040008	regulation of growth	1853	166	123.39	3.5e-05
GO:0048583	regulation of response to stimulus	5340	418	355.58	3.5e-05
GO:0009967	positive regulation of signal transducti...	2279	198	151.75	3.6e-05
GO:0098727	maintenance of cell number	405	49	26.97	3.7e-05
GO:0016441	post-transcriptional gene silencing	245	34	16.31	3.8e-05
GO:0010160	formation of animal organ boundary	77	16	5.13	3.9e-05
GO:0040029	epigenetic regulation of gene expression	519	59	34.56	3.9e-05
GO:0034248	regulation of amide metabolic process	827	85	55.07	4.0e-05
GO:0031123	RNA 3'-end processing	246	34	16.38	4.1e-05
GO:0014031	mesenchymal cell development	94	18	6.26	4.2e-05
GO:0071824	protein-DNA complex subunit organization	310	40	20.64	4.5e-05
GO:0030716	oocyte fate determination	121	21	8.06	4.6e-05
GO:0009966	regulation of signal transduction	4274	342	284.59	4.6e-05
GO:0031327	negative regulation of cellular biosynth...	2115	185	140.83	4.6e-05
GO:0019438	aromatic compound biosynthetic process	4887	385	325.41	4.9e-05
GO:0061013	regulation of mRNA catabolic process	301	39	20.04	5.1e-05
GO:0016573	histone acetylation	323	41	21.51	5.3e-05
GO:0036211	protein modification process	5263	411	350.45	5.3e-05
GO:0008052	sensory organ boundary specification	41	11	2.73	5.4e-05
GO:0009887	animal organ morphogenesis	2755	232	183.45	5.4e-05
GO:0035195	miRNA-mediated gene silencing	160	25	10.65	5.7e-05
GO:0051640	organelle localization	1350	126	89.89	5.8e-05
GO:0060964	regulation of miRNA-mediated gene silenc...	105	19	6.99	5.8e-05
GO:0007017	microtubule-based process	1505	138	100.21	5.8e-05
GO:0006405	RNA export from nucleus	230	32	15.32	6.0e-05
GO:0000578	embryonic axis specification	315	40	20.97	6.4e-05
GO:0050684	regulation of mRNA processing	348	43	23.17	6.6e-05
GO:0032259	methylation	494	56	32.89	6.6e-05
GO:0016477	cell migration	2370	203	157.81	6.6e-05
GO:0051960	regulation of nervous system development	2142	186	142.63	6.7e-05
GO:0009890	negative regulation of biosynthetic proc...	2173	188	144.69	7.4e-05
GO:0018393	internal peptidyl-lysine acetylation	328	41	21.84	7.5e-05
GO:0016358	dendrite development	880	88	58.6	7.8e-05
GO:0048864	stem cell development	144	23	9.59	7.9e-05
GO:0006475	internal protein amino acid acetylation	329	41	21.91	8.0e-05
GO:0061564	axon development	1569	142	104.48	8.4e-05
GO:0014033	neural crest cell differentiation	117	20	7.79	8.6e-05
GO:0000470	maturation of LSU-rRNA	43	11	2.86	8.7e-05
GO:0072091	regulation of stem cell proliferation	184	27	12.25	8.9e-05
GO:0034249	negative regulation of amide metabolic p...	375	45	24.97	9.1e-05
GO:0043401	steroid hormone mediated signaling pathw...	299	38	19.91	9.5e-05
GO:0050793	regulation of developmental process	4525	357	301.31	9.7e-05
GO:0007155	cell adhesion	1431	131	95.29	9.8e-05
GO:0009755	hormone-mediated signaling pathway	343	42	22.84	9.8e-05
GO:0009892	negative regulation of metabolic process	4144	330	275.94	9.9e-05
GO:0017145	stem cell division	257	34	17.11	9.9e-05
GO:0009798	axis specification	584	63	38.89	0.00010
GO:0048259	regulation of receptor-mediated endocyto...	216	30	14.38	0.00010
GO:0048232	male gamete generation	1050	101	69.92	0.00011
GO:0034728	nucleosome organization	186	27	12.39	0.00011
GO:2000637	positive regulation of miRNA-mediated ge...	59	13	3.93	0.00011
GO:0035282	segmentation	598	64	39.82	0.00011
GO:0007294	germarium-derived oocyte fate determinat...	102	18	6.79	0.00013
GO:0018394	peptidyl-lysine acetylation	336	41	22.37	0.00013
GO:0000278	mitotic cell cycle	1861	163	123.92	0.00013
GO:0048675	axon extension	427	49	28.43	0.00014
GO:0016360	sensory organ precursor cell fate determ...	38	10	2.53	0.00014
GO:0010769	regulation of cell morphogenesis involve...	796	80	53	0.00014
GO:0030707	follicle cell of egg chamber development	676	70	45.01	0.00015
GO:0022402	cell cycle process	2337	198	155.61	0.00015
GO:0007049	cell cycle	2856	236	190.17	0.00015
GO:0035051	cardiocyte differentiation	328	40	21.84	0.00016
GO:0007154	cell communication	7483	559	498.27	0.00016
GO:0009880	embryonic pattern specification	476	53	31.7	0.00016
GO:0000027	ribosomal large subunit assembly	46	11	3.06	0.00017
GO:0000154	rRNA modification	39	10	2.6	0.00018
GO:0014013	regulation of gliogenesis	202	28	13.45	0.00018
GO:0048709	oligodendrocyte differentiation	152	23	10.12	0.00018
GO:0007283	spermatogenesis	977	94	65.06	0.00018
GO:0048738	cardiac muscle tissue development	421	48	28.03	0.00019
GO:0006401	RNA catabolic process	491	54	32.69	0.00019
GO:0030490	maturation of SSU-rRNA	79	15	5.26	0.00020
GO:0007351	tripartite regional subdivision	277	35	18.44	0.00020
GO:0008595	anterior/posterior axis specification, e...	277	35	18.44	0.00020
GO:0043543	protein acylation	445	50	29.63	0.00020
GO:0051491	positive regulation of filopodium assemb...	153	23	10.19	0.00020
GO:0006513	protein monoubiquitination	115	19	7.66	0.00020
GO:0007010	cytoskeleton organization	2363	199	157.35	0.00021
GO:0001736	establishment of planar polarity	333	40	22.17	0.00021
GO:0044089	positive regulation of cellular componen...	1045	99	69.58	0.00022
GO:0000460	maturation of 5.8S rRNA	55	12	3.66	0.00022
GO:0000469	cleavage involved in rRNA processing	40	10	2.66	0.00022
GO:0048024	regulation of mRNA splicing, via spliceo...	279	35	18.58	0.00023
GO:0001738	morphogenesis of a polarized epithelium	402	46	26.77	0.00023
GO:0006402	mRNA catabolic process	448	50	29.83	0.00023
GO:2000027	regulation of animal organ morphogenesis	484	53	32.23	0.00025
GO:0050767	regulation of neurogenesis	1806	157	120.26	0.00025
GO:0060147	regulation of post-transcriptional gene ...	117	19	7.79	0.00026
GO:1900368	regulation of post-transcriptional gene ...	117	19	7.79	0.00026
GO:0060148	positive regulation of post-transcriptio...	64	13	4.26	0.00026
GO:1900370	positive regulation of post-transcriptio...	64	13	4.26	0.00026
GO:0042255	ribosome assembly	99	17	6.59	0.00027
GO:0048646	anatomical structure formation involved ...	2431	203	161.87	0.00028
GO:0009792	embryo development ending in birth or eg...	1932	166	128.65	0.00029
GO:0009948	anterior/posterior axis specification	372	43	24.77	0.00029
GO:0030516	regulation of axon extension	294	36	19.58	0.00030
GO:0051129	negative regulation of cellular componen...	1404	126	93.49	0.00031
GO:0048584	positive regulation of response to stimu...	3083	250	205.29	0.00031
GO:0006259	DNA metabolic process	1210	111	80.57	0.00031
GO:0021536	diencephalon development	129	20	8.59	0.00034
GO:0002009	morphogenesis of an epithelium	1858	160	123.72	0.00034
GO:0001510	RNA methylation	83	15	5.53	0.00034
GO:0009950	dorsal/ventral axis specification	179	25	11.92	0.00035
GO:0006356	regulation of transcription by RNA polym...	66	13	4.39	0.00035
GO:0045664	regulation of neuron differentiation	1554	137	103.48	0.00036
GO:0018205	peptidyl-lysine modification	551	58	36.69	0.00036
GO:0001755	neural crest cell migration	58	12	3.86	0.00037
GO:1903507	negative regulation of nucleic acid-temp...	1529	135	101.81	0.00037
GO:0006473	protein acetylation	376	43	25.04	0.00037
GO:0050769	positive regulation of neurogenesis	1113	103	74.11	0.00038
GO:0023052	signaling	7380	548	491.41	0.00038
GO:0046847	filopodium assembly	254	32	16.91	0.00038
GO:0061387	regulation of extent of cell growth	309	37	20.58	0.00039
GO:0070918	regulatory ncRNA processing	102	17	6.79	0.00039
GO:0060582	cell fate determination involved in patt...	43	10	2.86	0.00042
GO:0007444	imaginal disc development	1142	105	76.04	0.00042
GO:0048713	regulation of oligodendrocyte differenti...	59	12	3.93	0.00043
GO:0010501	RNA secondary structure unwinding	76	14	5.06	0.00044
GO:0007164	establishment of tissue polarity	345	40	22.97	0.00044
GO:0006360	transcription by RNA polymerase I	94	16	6.26	0.00045
GO:0008360	regulation of cell shape	357	41	23.77	0.00046
GO:0010646	regulation of cell communication	4872	375	324.41	0.00046
GO:0001558	regulation of cell growth	903	86	60.13	0.00047
GO:0070647	protein modification by small protein co...	1315	118	87.56	0.00048
GO:0001708	cell fate specification	404	45	26.9	0.00049
GO:1902679	negative regulation of RNA biosynthetic ...	1540	135	102.54	0.00050
GO:0045685	regulation of glial cell differentiation	95	16	6.33	0.00051
GO:0048856	anatomical structure development	9461	686	629.98	0.00051
GO:0042127	regulation of cell population proliferat...	2366	196	157.55	0.00055
GO:0051489	regulation of filopodium assembly	227	29	15.12	0.00056
GO:0008033	tRNA processing	144	21	9.59	0.00056
GO:0000226	microtubule cytoskeleton organization	1178	107	78.44	0.00057
GO:0090497	mesenchymal cell migration	61	12	4.06	0.00060
GO:0045892	negative regulation of DNA-templated tra...	1495	131	99.55	0.00061
GO:0048813	dendrite morphogenesis	661	66	44.01	0.00063
GO:0065003	protein-containing complex assembly	2980	240	198.43	0.00063
GO:0007166	cell surface receptor signaling pathway	3541	280	235.79	0.00064
GO:0060627	regulation of vesicle-mediated transport	1040	96	69.25	0.00065
GO:0007417	central nervous system development	2020	170	134.51	0.00065
GO:0006479	protein methylation	273	33	18.18	0.00066
GO:0008213	protein alkylation	273	33	18.18	0.00066
GO:0048546	digestive tract morphogenesis	273	33	18.18	0.00066
GO:0045926	negative regulation of growth	577	59	38.42	0.00067
GO:0007507	heart development	1119	102	74.51	0.00068
GO:0030031	cell projection assembly	914	86	60.86	0.00069
GO:0023051	regulation of signaling	4926	377	328.01	0.00069
GO:0043933	protein-containing complex organization	3433	272	228.59	0.00070
GO:0090501	RNA phosphodiester bond hydrolysis	198	26	13.18	0.00070
GO:0051961	negative regulation of nervous system de...	789	76	52.54	0.00072
GO:0007350	blastoderm segmentation	400	44	26.63	0.00073
GO:0007517	muscle organ development	878	83	58.46	0.00074
GO:0045687	positive regulation of glial cell differ...	46	10	3.06	0.00074
GO:0016055	Wnt signaling pathway	715	70	47.61	0.00075
GO:0042330	taxis	1358	120	90.43	0.00077
GO:0035295	tube development	2672	217	177.92	0.00078
GO:0120031	plasma membrane bounded cell projection ...	905	85	60.26	0.00078
GO:0035114	imaginal disc-derived appendage morphoge...	704	69	46.88	0.00079
GO:0045595	regulation of cell differentiation	3020	242	201.09	0.00079
GO:0006368	transcription elongation by RNA polymera...	158	22	10.52	0.00080
GO:0048563	post-embryonic animal organ morphogenesi...	855	81	56.93	0.00080
GO:0007474	imaginal disc-derived wing vein specific...	99	16	6.59	0.00081
GO:0042475	odontogenesis of dentin-containing tooth	99	16	6.59	0.00081
GO:0048737	imaginal disc-derived appendage developm...	717	70	47.74	0.00081
GO:0031344	regulation of cell projection organizati...	1532	133	102.01	0.00081
GO:0048513	animal organ development	6112	458	406.98	0.00083
GO:0000018	regulation of DNA recombination	72	13	4.79	0.00084
GO:0046620	regulation of organ growth	277	33	18.44	0.00085
GO:0035120	post-embryonic appendage morphogenesis	706	69	47.01	0.00085
GO:0031324	negative regulation of cellular metaboli...	3574	281	237.98	0.00090
GO:0007560	imaginal disc morphogenesis	833	79	55.47	0.00090
GO:0014015	positive regulation of gliogenesis	100	16	6.66	0.00090
GO:0007275	multicellular organism development	8946	649	595.69	0.00090
GO:0051100	negative regulation of binding	278	33	18.51	0.00090
GO:0045814	negative regulation of gene expression, ...	223	28	14.85	0.00091
GO:0006406	mRNA export from nucleus	170	23	11.32	0.00092
GO:0002165	instar larval or pupal development	1090	99	72.58	0.00092
GO:0043484	regulation of RNA splicing	335	38	22.31	0.00092
GO:0045666	positive regulation of neuron differenti...	987	91	65.72	0.00093
GO:0030100	regulation of endocytosis	634	63	42.22	0.00093
GO:0035220	wing disc development	822	78	54.73	0.00095
GO:0050768	negative regulation of neurogenesis	623	62	41.48	0.00098
GO:0045184	establishment of protein localization	2921	234	194.5	0.00100
GO:0051125	regulation of actin nucleation	56	11	3.73	0.00101
GO:0007264	small GTPase mediated signal transductio...	850	80	56.6	0.00104
GO:0043604	amide biosynthetic process	1423	124	94.75	0.00106
GO:0098609	cell-cell adhesion	800	76	53.27	0.00107
GO:0008283	cell population proliferation	3078	245	204.96	0.00107
GO:0044265	cellular macromolecule catabolic process	1704	145	113.46	0.00107
GO:0009886	post-embryonic animal morphogenesis	1031	94	68.65	0.00109
GO:0034330	cell junction organization	1705	145	113.53	0.00110
GO:0007265	Ras protein signal transduction	726	70	48.34	0.00112
GO:0198738	cell-cell signaling by wnt	739	71	49.21	0.00114
GO:0030111	regulation of Wnt signaling pathway	517	53	34.43	0.00116
GO:0033143	regulation of intracellular steroid horm...	142	20	9.46	0.00117
GO:0042659	regulation of cell fate specification	132	19	8.79	0.00118
GO:0035239	tube morphogenesis	2047	170	136.3	0.00119
GO:0031346	positive regulation of cell projection o...	970	89	64.59	0.00122
GO:0048598	embryonic morphogenesis	1522	131	101.35	0.00123
GO:0060914	heart formation	66	12	4.39	0.00124
GO:0010721	negative regulation of cell development	819	77	54.53	0.00132
GO:0010647	positive regulation of cell communicatio...	2644	213	176.06	0.00133
GO:0016571	histone methylation	196	25	13.05	0.00133
GO:0090305	nucleic acid phosphodiester bond hydroly...	377	41	25.1	0.00135
GO:0007635	chemosensory behavior	218	27	14.52	0.00136
GO:0120035	regulation of plasma membrane bounded ce...	1513	130	100.75	0.00137
GO:0006400	tRNA modification	104	16	6.93	0.00138
GO:0007316	pole plasm RNA localization	104	16	6.93	0.00138
GO:0019094	pole plasm mRNA localization	104	16	6.93	0.00138
GO:0007476	imaginal disc-derived wing morphogenesis	595	59	39.62	0.00140
GO:0048638	regulation of developmental growth	1275	112	84.9	0.00140
GO:0023056	positive regulation of signaling	2653	213	176.66	0.00157
GO:0000462	maturation of SSU-rRNA from tricistronic...	59	11	3.93	0.00158
GO:0007420	brain development	1519	130	101.15	0.00158
GO:0051017	actin filament bundle assembly	311	35	20.71	0.00165
GO:0010720	positive regulation of cell development	1441	124	95.95	0.00167
GO:0048515	spermatid differentiation	417	44	27.77	0.00168
GO:0015931	nucleobase-containing compound transport	453	47	30.16	0.00168
GO:0032502	developmental process	10081	721	671.26	0.00170
GO:0055007	cardiac muscle cell differentiation	255	30	16.98	0.00173
GO:0061157	mRNA destabilization	147	20	9.79	0.00180
GO:0060537	muscle tissue development	752	71	50.07	0.00180
GO:0033146	regulation of intracellular estrogen rec...	60	11	4	0.00182
GO:0065001	specification of axis polarity	69	12	4.59	0.00185
GO:0002064	epithelial cell development	1075	96	71.58	0.00185
GO:0030177	positive regulation of Wnt signaling pat...	245	29	16.31	0.00187
GO:0048707	instar larval or pupal morphogenesis	959	87	63.86	0.00191
GO:0048599	oocyte development	444	46	29.56	0.00193
GO:0050779	RNA destabilization	148	20	9.85	0.00195
GO:0006354	DNA-templated transcription elongation	180	23	11.99	0.00199
GO:0032435	negative regulation of proteasomal ubiqu...	52	10	3.46	0.00200
GO:0032091	negative regulation of protein binding	191	24	12.72	0.00202
