go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0048646	8	GO:0009653	0.804	3.88605664769316	7	anatomical structure formation involved in morphogenesis	anatomical structure morphogenesis
GO:0050789	7	GO:0048522	0.354	3.88605664769316	0	regulation of biological process	positive regulation of cellular process
GO:0010594	27	GO:0010594	0.998	3.85387196432176	8	regulation of endothelial cell migration	regulation of endothelial cell migration
GO:0002066	3	GO:0002009	0.624	3.85387196432176	1	columnar/cuboidal epithelial cell development	morphogenesis of an epithelium
GO:0043123	5	GO:0035556	0.66	3.82390874094432	243	positive regulation of I-kappaB kinase/NF-kappaB signaling	intracellular signal transduction
GO:0050878	15	GO:0065008	0.714	3.79588001734407	4	regulation of body fluid levels	regulation of biological quality
GO:0048736	4	GO:0048856	0.401	3.79588001734407	0	appendage development	anatomical structure development
GO:0031401	9	GO:0036211	0.734	3.79588001734407	4	positive regulation of protein modification process	protein modification process
GO:0060560	28	GO:0060560	0.998	3.79588001734407	3	developmental growth involved in morphogenesis	developmental growth involved in morphogenesis
GO:0043405	6	GO:0045859	0.876	3.79588001734407	15	regulation of MAP kinase activity	regulation of protein kinase activity
GO:0048659	19	GO:0046651	0.589	3.76955107862173	3	smooth muscle cell proliferation	lymphocyte proliferation
GO:0040012	16	GO:0030334	0.974	3.76955107862173	6	regulation of locomotion	regulation of cell migration
GO:0098542	11	GO:0050829	0.704	3.76955107862173	1	defense response to other organism	defense response to Gram-negative bacterium
GO:0098742	20	GO:0098609	0.855	3.74472749489669	18	cell-cell adhesion via plasma-membrane adhesion molecules	cell-cell adhesion
GO:0120031	26	GO:0030031	0.992	3.74472749489669	0	plasma membrane bounded cell projection assembly	cell projection assembly
GO:0007164	8	GO:0009653	0.576	3.72124639904717	0	establishment of tissue polarity	anatomical structure morphogenesis
GO:0033157	13	GO:0032879	0.706	3.69897000433602	5	regulation of intracellular protein transport	regulation of localization
GO:0030336	16	GO:0030334	0.878	3.69897000433602	192	negative regulation of cell migration	regulation of cell migration
GO:0046849	22	GO:0048771	0.947	3.69897000433602	16	bone remodeling	tissue remodeling
GO:0051336	6	GO:0045859	0.788	3.65757731917779	1	regulation of hydrolase activity	regulation of protein kinase activity
GO:0044089	18	GO:0044085	0.726	3.63827216398241	1	positive regulation of cellular component biogenesis	cellular component biogenesis
GO:0002699	29	GO:0002699	0.997	3.61978875828839	0	positive regulation of immune effector process	positive regulation of immune effector process
GO:0051130	18	GO:0044085	0.505	3.60205999132796	0	positive regulation of cellular component organization	cellular component biogenesis
GO:0048589	28	GO:0060560	0.906	3.60205999132796	23	developmental growth	developmental growth involved in morphogenesis
GO:0010907	30	GO:0010907	1	3.58502665202918	10	positive regulation of glucose metabolic process	positive regulation of glucose metabolic process
GO:0035272	31	GO:0035272	1	3.56863623584101	2	exocrine system development	exocrine system development
GO:0016331	3	GO:0002009	0.859	3.56863623584101	11	morphogenesis of embryonic epithelium	morphogenesis of an epithelium
GO:0045785	20	GO:0098609	0.785	3.55284196865778	60	positive regulation of cell adhesion	cell-cell adhesion
GO:0042742	11	GO:0050829	0.878	3.55284196865778	151	defense response to bacterium	defense response to Gram-negative bacterium
GO:0002224	11	GO:0050829	0.548	3.53760200210104	31	toll-like receptor signaling pathway	defense response to Gram-negative bacterium
GO:0042306	13	GO:0032879	0.618	3.53760200210104	5	regulation of protein import into nucleus	regulation of localization
GO:0060996	2	GO:0002763	0.438	3.50863830616573	12	dendritic spine development	positive regulation of myeloid leukocyte differentiation
GO:0048523	32	GO:0048523	0.919	3.50863830616573	0	negative regulation of cellular process	negative regulation of cellular process
GO:0051492	24	GO:0032231	0.988	3.50863830616573	17	regulation of stress fiber assembly	regulation of actin filament bundle assembly
GO:0007281	33	GO:0007281	0.997	3.50863830616573	37	germ cell development	germ cell development
GO:0032501	34	GO:0032501	0.805	3.50863830616573	0	multicellular organismal process	multicellular organismal process
GO:0007155	20	GO:0098609	0.914	3.49485002168009	493	cell adhesion	cell-cell adhesion
GO:0046847	26	GO:0030031	0.804	3.48148606012211	30	filopodium assembly	cell projection assembly
GO:0001736	8	GO:0009653	0.576	3.46852108295774	17	establishment of planar polarity	anatomical structure morphogenesis
GO:0046822	13	GO:0032879	0.657	3.45593195564972	8	regulation of nucleocytoplasmic transport	regulation of localization
GO:0017157	13	GO:0032879	0.708	3.45593195564972	35	regulation of exocytosis	regulation of localization
GO:0048661	19	GO:0046651	0.558	3.43179827593301	55	positive regulation of smooth muscle cell proliferation	lymphocyte proliferation
GO:0051058	5	GO:0035556	0.58	3.39794000867204	8	negative regulation of small GTPase mediated signal transduction	intracellular signal transduction
GO:0009968	17	GO:0007154	0.582	3.39794000867204	43	negative regulation of signal transduction	cell communication
GO:0050867	12	GO:0030183	0.674	3.38721614328026	3	positive regulation of cell activation	B cell differentiation
GO:0002065	3	GO:0002009	0.682	3.38721614328026	0	columnar/cuboidal epithelial cell differentiation	morphogenesis of an epithelium
GO:0048513	14	GO:0048569	0.452	3.36653154442041	18	animal organ development	post-embryonic animal organ development
GO:0030718	35	GO:0030718	1	3.35654732351381	4	germ-line stem cell population maintenance	germ-line stem cell population maintenance
GO:0007423	14	GO:0048569	0.379	3.34678748622466	6	sensory organ development	post-embryonic animal organ development
GO:0007431	31	GO:0035272	0.981	3.34678748622466	3	salivary gland development	exocrine system development
GO:0045216	18	GO:0044085	0.416	3.33724216831843	25	cell-cell junction organization	cellular component biogenesis
GO:0042335	36	GO:0042335	1	3.30980391997149	3	cuticle development	cuticle development
GO:0002521	2	GO:0002763	0.78	3.30980391997149	3	leukocyte differentiation	positive regulation of myeloid leukocyte differentiation
GO:0110053	18	GO:0044085	0.427	3.30980391997149	3	regulation of actin filament organization	cellular component biogenesis
GO:0033043	18	GO:0044085	0.517	3.29242982390206	2	regulation of organelle organization	cellular component biogenesis
GO:0001738	3	GO:0002009	0.844	3.26760624017703	4	morphogenesis of a polarized epithelium	morphogenesis of an epithelium
GO:0030168	37	GO:0030168	0.999	3.25963731050576	63	platelet activation	platelet activation
GO:0031325	38	GO:0031325	0.962	3.2518119729938	0	positive regulation of cellular metabolic process	positive regulation of cellular metabolic process
GO:1903131	2	GO:0002763	0.763	3.24412514432751	3	mononuclear cell differentiation	positive regulation of myeloid leukocyte differentiation
GO:2000146	16	GO:0030334	0.87	3.24412514432751	14	negative regulation of cell motility	regulation of cell migration
GO:0110020	24	GO:0032231	0.802	3.24412514432751	0	regulation of actomyosin structure organization	regulation of actin filament bundle assembly
GO:0045597	25	GO:0051094	0.927	3.24412514432751	55	positive regulation of cell differentiation	positive regulation of developmental process
GO:0006952	39	GO:0006952	0.973	3.24412514432751	70	defense response	defense response
GO:0071902	6	GO:0045859	0.88	3.20760831050175	41	positive regulation of protein serine/threonine kinase activity	regulation of protein kinase activity
GO:0007292	33	GO:0007281	0.782	3.20065945054642	19	female gamete generation	germ cell development
GO:0009966	5	GO:0035556	0.613	3.19382002601611	37	regulation of signal transduction	intracellular signal transduction
GO:1900180	13	GO:0032879	0.668	3.18708664335714	8	regulation of protein localization to nucleus	regulation of localization
GO:0050864	12	GO:0030183	0.865	3.17392519729917	4	regulation of B cell activation	B cell differentiation
GO:0031331	38	GO:0031325	0.72	3.17392519729917	0	positive regulation of cellular catabolic process	positive regulation of cellular metabolic process
GO:0043542	27	GO:0010594	0.978	3.15490195998574	39	endothelial cell migration	regulation of endothelial cell migration
GO:0031346	26	GO:0030031	0.711	3.15490195998574	5	positive regulation of cell projection organization	cell projection assembly
GO:0048519	32	GO:0048523	0.829	3.13667713987954	0	negative regulation of biological process	negative regulation of cellular process
GO:1990138	28	GO:0060560	0.968	3.1249387366083	25	neuron projection extension	developmental growth involved in morphogenesis
GO:0010631	27	GO:0010594	0.957	3.11350927482752	13	epithelial cell migration	regulation of endothelial cell migration
GO:0001816	34	GO:0032501	0.444	3.11350927482752	7	cytokine production	multicellular organismal process
GO:0060998	2	GO:0002763	0.429	3.09691001300806	10	regulation of dendritic spine development	positive regulation of myeloid leukocyte differentiation
GO:0002684	29	GO:0002699	0.821	3.09691001300806	2	positive regulation of immune system process	positive regulation of immune effector process
GO:0040007	28	GO:0060560	0.872	3.09691001300806	0	growth	developmental growth involved in morphogenesis
GO:0090132	27	GO:0010594	0.956	3.08618614761628	1	epithelium migration	regulation of endothelial cell migration
GO:0009892	32	GO:0048523	0.7	3.08092190762393	0	negative regulation of metabolic process	negative regulation of cellular process
GO:0048477	33	GO:0007281	0.901	3.07058107428571	36	oogenesis	germ cell development
GO:0043410	5	GO:0035556	0.743	3.06048074738138	169	positive regulation of MAPK cascade	intracellular signal transduction
GO:0050764	21	GO:0098739	0.335	3.05551732784983	10	regulation of phagocytosis	import across plasma membrane
GO:0006796	1	GO:0006468	0.865	3.04575749056068	18	phosphate-containing compound metabolic process	protein phosphorylation
GO:0050670	19	GO:0046651	0.968	3.03621217265444	0	regulation of lymphocyte proliferation	lymphocyte proliferation
GO:0032944	19	GO:0046651	0.966	3.03621217265444	0	regulation of mononuclear cell proliferation	lymphocyte proliferation
GO:0012501	40	GO:0012501	0.973	3.03151705144606	10	programmed cell death	programmed cell death
GO:0031344	26	GO:0030031	0.762	3.03151705144606	5	regulation of cell projection organization	cell projection assembly
GO:0007266	5	GO:0035556	0.638	3.0268721464003	59	Rho protein signal transduction	intracellular signal transduction
GO:0035023	5	GO:0035556	0.608	3.01772876696043	26	regulation of Rho protein signal transduction	intracellular signal transduction
GO:0046580	5	GO:0035556	0.573	3.01772876696043	23	negative regulation of Ras protein signal transduction	intracellular signal transduction
GO:1904589	41	GO:1904589	1	3.01772876696043	1	regulation of protein import	regulation of protein import
GO:0043393	6	GO:0045859	0.584	3	23	regulation of protein binding	regulation of protein kinase activity
GO:0007166	42	GO:0007166	0.958	3	299	cell surface receptor signaling pathway	cell surface receptor signaling pathway
GO:0070663	19	GO:0046651	0.955	2.99567862621736	2	regulation of leukocyte proliferation	lymphocyte proliferation
GO:0051179	21	GO:0098739	0.483	2.97469413473523	32	localization	import across plasma membrane
GO:0090130	27	GO:0010594	0.955	2.97061622231479	0	tissue migration	regulation of endothelial cell migration
GO:0002768	29	GO:0002699	0.635	2.96257350205938	7	immune response-regulating cell surface receptor signaling pathway	positive regulation of immune effector process
GO:1990778	41	GO:1904589	0.427	2.96257350205938	1	protein localization to cell periphery	regulation of protein import
GO:0002573	2	GO:0002763	0.888	2.95467702121334	3	myeloid leukocyte differentiation	positive regulation of myeloid leukocyte differentiation
GO:0051493	18	GO:0044085	0.465	2.94309514866353	23	regulation of cytoskeleton organization	cellular component biogenesis
GO:0010720	2	GO:0002763	0.846	2.93930215964639	1	positive regulation of cell development	positive regulation of myeloid leukocyte differentiation
GO:0042098	19	GO:0046651	0.962	2.93554201077308	39	T cell proliferation	lymphocyte proliferation
GO:0048675	28	GO:0060560	0.94	2.93554201077308	36	axon extension	developmental growth involved in morphogenesis
GO:0032956	24	GO:0032231	0.892	2.93181413825384	73	regulation of actin cytoskeleton organization	regulation of actin filament bundle assembly
GO:0002429	29	GO:0002699	0.708	2.92811799269387	4	immune response-activating cell surface receptor signaling pathway	positive regulation of immune effector process
GO:0120035	26	GO:0030031	0.759	2.92811799269387	3	regulation of plasma membrane bounded cell projection organization	cell projection assembly
GO:0048585	43	GO:0048585	0.979	2.92445303860747	0	negative regulation of response to stimulus	negative regulation of response to stimulus
GO:0032386	13	GO:0032879	0.739	2.91721462968355	4	regulation of intracellular transport	regulation of localization
GO:0035335	1	GO:0006468	0.514	2.88941028970075	42	peptidyl-tyrosine dephosphorylation	protein phosphorylation
GO:0001838	4	GO:0048856	0.375	2.88941028970075	2	embryonic epithelial tube formation	anatomical structure development
GO:0030030	26	GO:0030031	0.862	2.88272870434424	40	cell projection organization	cell projection assembly
GO:0044264	30	GO:0010907	0.786	2.87942606879415	0	cellular polysaccharide metabolic process	positive regulation of glucose metabolic process
GO:0055123	44	GO:0055123	0.999	2.87942606879415	6	digestive system development	digestive system development
GO:0043149	24	GO:0032231	0.934	2.87289520163519	21	stress fiber assembly	regulation of actin filament bundle assembly
GO:0030038	24	GO:0032231	0.934	2.87289520163519	0	contractile actin filament bundle assembly	regulation of actin filament bundle assembly
GO:0051098	6	GO:0045859	0.619	2.86966623150499	4	regulation of binding	regulation of protein kinase activity
GO:0010676	30	GO:0010907	0.982	2.86646109162978	0	positive regulation of cellular carbohydrate metabolic process	positive regulation of glucose metabolic process
GO:0009615	11	GO:0050829	0.577	2.86012091359876	114	response to virus	defense response to Gram-negative bacterium
GO:0007599	15	GO:0065008	0.684	2.85387196432176	8	hemostasis	regulation of biological quality
GO:0071840	18	GO:0044085	0.72	2.84163750790475	0	cellular component organization or biogenesis	cellular component biogenesis
GO:0050817	37	GO:0030168	0.936	2.84163750790475	2	coagulation	platelet activation
GO:0008219	40	GO:0012501	0.959	2.83564714421556	35	cell death	programmed cell death
GO:0010632	27	GO:0010594	0.979	2.82681373158773	6	regulation of epithelial cell migration	regulation of endothelial cell migration
GO:0009746	45	GO:0009746	0.999	2.80966830182971	0	response to hexose	response to hexose
GO:0010508	38	GO:0031325	0.632	2.80966830182971	92	positive regulation of autophagy	positive regulation of cellular metabolic process
GO:0022412	33	GO:0007281	0.961	2.80966830182971	0	cellular process involved in reproduction in multicellular organism	germ cell development
GO:0016043	18	GO:0044085	0.716	2.80687540164554	0	cellular component organization	cellular component biogenesis
GO:0043406	6	GO:0045859	0.841	2.80410034759077	85	positive regulation of MAP kinase activity	regulation of protein kinase activity
GO:0007159	20	GO:0098609	0.906	2.79860287567955	33	leukocyte cell-cell adhesion	cell-cell adhesion
GO:1904377	41	GO:1904589	0.531	2.79588001734407	1	positive regulation of protein localization to cell periphery	regulation of protein import
GO:0002764	29	GO:0002699	0.66	2.79588001734407	1	immune response-regulating signaling pathway	positive regulation of immune effector process
GO:0120036	26	GO:0030031	0.86	2.79317412396815	1	plasma membrane bounded cell projection organization	cell projection assembly
GO:0072175	4	GO:0048856	0.38	2.77728352885242	1	epithelial tube formation	anatomical structure development
GO:0043534	27	GO:0010594	0.932	2.77469071827414	12	blood vessel endothelial cell migration	regulation of endothelial cell migration
GO:0050865	12	GO:0030183	0.709	2.77469071827414	1	regulation of cell activation	B cell differentiation
GO:0071345	45	GO:0009746	0.543	2.76955107862173	33	cellular response to cytokine stimulus	response to hexose
GO:0045637	2	GO:0002763	0.904	2.76955107862173	5	regulation of myeloid cell differentiation	positive regulation of myeloid leukocyte differentiation
GO:0010770	8	GO:0009653	0.524	2.75202673363819	0	positive regulation of cell morphogenesis involved in differentiation	anatomical structure morphogenesis
GO:0031098	5	GO:0035556	0.689	2.72353819582676	6	stress-activated protein kinase signaling cascade	intracellular signal transduction
GO:0040013	16	GO:0030334	0.861	2.71219827006977	3	negative regulation of locomotion	regulation of cell migration
GO:0051607	11	GO:0050829	0.604	2.70996538863748	267	defense response to virus	defense response to Gram-negative bacterium
GO:0140546	11	GO:0050829	0.605	2.70996538863748	0	defense response to symbiont	defense response to Gram-negative bacterium
GO:0005976	30	GO:0010907	0.673	2.70996538863748	2	polysaccharide metabolic process	positive regulation of glucose metabolic process
GO:0007596	15	GO:0065008	0.682	2.70996538863748	87	blood coagulation	regulation of biological quality
GO:0030029	24	GO:0032231	0.782	2.70553377383841	2	actin filament-based process	regulation of actin filament bundle assembly
GO:0023056	5	GO:0035556	0.513	2.69897000433602	0	positive regulation of signaling	intracellular signal transduction
GO:0048546	44	GO:0055123	0.924	2.69897000433602	14	digestive tract morphogenesis	digestive system development
GO:0009896	38	GO:0031325	0.631	2.69680394257951	0	positive regulation of catabolic process	positive regulation of cellular metabolic process
GO:0002757	29	GO:0002699	0.738	2.6903698325741	1	immune response-activating signaling pathway	positive regulation of immune effector process
GO:0072659	41	GO:1904589	0.422	2.6903698325741	197	protein localization to plasma membrane	regulation of protein import
GO:0120034	26	GO:0030031	0.829	2.66354026615147	1	positive regulation of plasma membrane bounded cell projection assembly	cell projection assembly
GO:0048731	4	GO:0048856	0.758	2.65955588515988	2	system development	anatomical structure development
GO:0046649	12	GO:0030183	0.793	2.65757731917779	1	lymphocyte activation	B cell differentiation
GO:0006915	40	GO:0012501	0.965	2.65169513695184	573	apoptotic process	programmed cell death
GO:0048598	4	GO:0048856	0.486	2.65169513695184	11	embryonic morphogenesis	anatomical structure development
GO:0045087	11	GO:0050829	0.673	2.64975198166584	527	innate immune response	defense response to Gram-negative bacterium
GO:0007010	18	GO:0044085	0.549	2.64975198166584	156	cytoskeleton organization	cellular component biogenesis
GO:0002221	11	GO:0050829	0.598	2.6458915608526	13	pattern recognition receptor signaling pathway	defense response to Gram-negative bacterium
GO:0002696	12	GO:0030183	0.693	2.63827216398241	0	positive regulation of leukocyte activation	B cell differentiation
GO:0051239	34	GO:0032501	0.573	2.62708799702989	0	regulation of multicellular organismal process	multicellular organismal process
GO:0050778	29	GO:0002699	0.778	2.61978875828839	20	positive regulation of immune response	positive regulation of immune effector process
GO:0097529	23	GO:0048870	0.771	2.61618463401957	4	myeloid leukocyte migration	cell motility
