GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0030278	regulation of ossification	269	12	4.65	0.00263
GO:0032940	secretion by cell	2636	64	45.6	0.00277
GO:0021700	developmental maturation	1016	30	17.57	0.00307
GO:0051239	regulation of multicellular organismal p...	5218	113	90.26	0.00310
GO:0022603	regulation of anatomical structure morph...	1955	50	33.82	0.00310
GO:0007165	signal transduction	6538	137	113.09	0.00314
GO:0001503	ossification	507	18	8.77	0.00331
GO:0061024	membrane organization	1532	41	26.5	0.00342
GO:0048024	regulation of mRNA splicing, via spliceo...	279	12	4.83	0.00353
GO:0140352	export from cell	2714	65	46.95	0.00354
GO:0051051	negative regulation of transport	849	26	14.69	0.00357
GO:1903530	regulation of secretion by cell	1118	32	19.34	0.00361
GO:0051648	vesicle localization	678	22	11.73	0.00366
GO:0009894	regulation of catabolic process	1682	44	29.09	0.00370
GO:0043254	regulation of protein-containing complex...	852	26	14.74	0.00374
GO:0000381	regulation of alternative mRNA splicing,...	211	10	3.65	0.00381
GO:0050808	synapse organization	1216	34	21.03	0.00392
GO:0007281	germ cell development	1883	48	32.57	0.00401
GO:0140029	exocytic process	213	10	3.68	0.00408
GO:0060627	regulation of vesicle-mediated transport	1040	30	17.99	0.00429
GO:0016043	cellular component organization	9037	180	156.32	0.00438
GO:0099003	vesicle-mediated transport in synapse	567	19	9.81	0.00480
GO:0051049	regulation of transport	2907	68	50.28	0.00496
GO:0007275	multicellular organism development	8946	178	154.74	0.00505
GO:0042177	negative regulation of protein catabolic...	220	10	3.81	0.00511
GO:0051656	establishment of organelle localization	1145	32	19.81	0.00513
GO:0007409	axonogenesis	1426	38	24.67	0.00516
GO:0051961	negative regulation of nervous system de...	789	24	13.65	0.00547
GO:0048167	regulation of synaptic plasticity	372	14	6.43	0.00555
GO:0031344	regulation of cell projection organizati...	1532	40	26.5	0.00581
GO:0051650	establishment of vesicle localization	663	21	11.47	0.00586
GO:0034249	negative regulation of amide metabolic p...	375	14	6.49	0.00595
GO:0097327	response to antineoplastic agent	299	12	5.17	0.00608
GO:0003006	developmental process involved in reprod...	3045	70	52.67	0.00655
GO:0010975	regulation of neuron projection developm...	1259	34	21.78	0.00662
GO:0034097	response to cytokine	1401	37	24.23	0.00663
GO:0098876	vesicle-mediated transport to the plasma...	343	13	5.93	0.00700
GO:0006906	vesicle fusion	270	11	4.67	0.00759
GO:0048523	negative regulation of cellular process	6524	134	112.85	0.00785
GO:0120035	regulation of plasma membrane bounded ce...	1513	39	26.17	0.00790
GO:0045595	regulation of cell differentiation	3020	69	52.24	0.00802
GO:0071310	cellular response to organic substance	3647	81	63.08	0.00802
GO:0032502	developmental process	10081	196	174.38	0.00803
GO:0051716	cellular response to stimulus	8800	174	152.22	0.00808
GO:0000380	alternative mRNA splicing, via spliceoso...	237	10	4.1	0.00846
GO:0061564	axon development	1569	40	27.14	0.00855
GO:0048511	rhythmic process	643	20	11.12	0.00857
GO:0002376	immune system process	3771	83	65.23	0.00909
GO:0048469	cell maturation	735	22	12.71	0.00916
GO:0044703	multi-organism reproductive process	3039	69	52.57	0.00924
GO:0048522	positive regulation of cellular process	7114	144	123.05	0.00924
GO:0051248	negative regulation of protein metabolic...	1872	46	32.38	0.00933
GO:0051094	positive regulation of developmental pro...	2477	58	42.85	0.00951
GO:0043299	leukocyte degranulation	1057	29	18.28	0.00965
GO:0090174	organelle membrane fusion	280	11	4.84	0.00982
GO:0099504	synaptic vesicle cycle	481	16	8.32	0.00990
GO:0097479	synaptic vesicle localization	399	14	6.9	0.00998
