GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0010942	positive regulation of cell death	1107	60	42.93	0.00522
GO:0007369	gastrulation	351	24	13.61	0.00529
GO:0000281	mitotic cytokinesis	276	20	10.7	0.00559
GO:0006457	protein folding	533	33	20.67	0.00563
GO:0042752	regulation of circadian rhythm	185	15	7.17	0.00570
GO:0042886	amide transport	2895	137	112.27	0.00584
GO:0033044	regulation of chromosome organization	597	36	23.15	0.00595
GO:0045165	cell fate commitment	681	40	26.41	0.00598
GO:0051171	regulation of nitrogen compound metaboli...	5595	247	216.98	0.00605
GO:0043068	positive regulation of programmed cell d...	1005	55	38.97	0.00609
GO:1903305	regulation of regulated secretory pathwa...	118	11	4.58	0.00613
GO:0048002	antigen processing and presentation of p...	205	16	7.95	0.00630
GO:0043473	pigmentation	318	22	12.33	0.00647
GO:0048511	rhythmic process	518	32	20.09	0.00655
GO:0015833	peptide transport	2786	132	108.04	0.00662
GO:0071705	nitrogen compound transport	3315	154	128.56	0.00671
GO:0140013	meiotic nuclear division	358	24	13.88	0.00671
GO:0051961	negative regulation of nervous system de...	602	36	23.35	0.00676
GO:0051321	meiotic cell cycle	540	33	20.94	0.00681
GO:0031323	regulation of cellular metabolic process	6066	265	235.24	0.00718
GO:0042254	ribosome biogenesis	689	40	26.72	0.00723
GO:0002478	antigen processing and presentation of e...	190	15	7.37	0.00725
GO:0016070	RNA metabolic process	4694	210	182.04	0.00737
GO:0035151	regulation of tube size, open tracheal s...	121	11	4.69	0.00738
GO:0030431	sleep	138	12	5.35	0.00745
GO:0035239	tube morphogenesis	1464	75	56.78	0.00749
GO:0001704	formation of primary germ layer	173	14	6.71	0.00754
GO:0031623	receptor internalization	173	14	6.71	0.00754
GO:0045596	negative regulation of cell differentiat...	864	48	33.51	0.00774
GO:0048468	cell development	4382	197	169.94	0.00807
GO:0030518	intracellular steroid hormone receptor s...	229	17	8.88	0.00807
GO:0007399	nervous system development	3696	169	143.33	0.00808
GO:0050867	positive regulation of cell activation	286	20	11.09	0.00818
GO:0007349	cellularization	211	16	8.18	0.00824
GO:0019886	antigen processing and presentation of e...	175	14	6.79	0.00831
GO:0061640	cytoskeleton-dependent cytokinesis	365	24	14.15	0.00844
GO:0048731	system development	6060	264	235.01	0.00855
GO:0016050	vesicle organization	676	39	26.22	0.00875
GO:0072583	clathrin-dependent endocytosis	124	11	4.81	0.00882
GO:0009755	hormone-mediated signaling pathway	327	22	12.68	0.00884
GO:0008380	RNA splicing	916	50	35.52	0.00914
GO:0002495	antigen processing and presentation of p...	177	14	6.86	0.00915
GO:0002504	antigen processing and presentation of p...	177	14	6.86	0.00915
GO:0050767	regulation of neurogenesis	1386	71	53.75	0.00920
GO:0006476	protein deacetylation	125	11	4.85	0.00934
GO:0019884	antigen processing and presentation of e...	196	15	7.6	0.00952
GO:0051588	regulation of neurotransmitter transport	178	14	6.9	0.00959
GO:0070374	positive regulation of ERK1 and ERK2 cas...	143	12	5.55	0.00978
GO:0051276	chromosome organization	1573	79	61	0.00981
GO:0017148	negative regulation of translation	370	24	14.35	0.00988
GO:0033206	meiotic cytokinesis	126	11	4.89	0.00989
