GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0046849	bone remodeling	127	11	2.97	0.00020
GO:0030336	negative regulation of cell migration	400	22	9.35	0.00020
GO:0033157	regulation of intracellular protein tran...	485	25	11.33	0.00020
GO:0051336	regulation of hydrolase activity	1720	63	40.2	0.00022
GO:0044089	positive regulation of cellular componen...	1045	43	24.42	0.00023
GO:0035220	wing disc development	822	36	19.21	0.00023
GO:0002699	positive regulation of immune effector p...	272	17	6.36	0.00024
GO:0051130	positive regulation of cellular componen...	2296	79	53.66	0.00025
GO:0048589	developmental growth	2081	73	48.63	0.00025
GO:0010907	positive regulation of glucose metabolic...	110	10	2.57	0.00026
GO:0035272	exocrine system development	354	20	8.27	0.00027
GO:0016331	morphogenesis of embryonic epithelium	583	28	13.63	0.00027
GO:0042742	defense response to bacterium	496	25	11.59	0.00028
GO:0045785	positive regulation of cell adhesion	496	25	11.59	0.00028
GO:0042306	regulation of protein import into nucleu...	155	12	3.62	0.00029
GO:0002224	toll-like receptor signaling pathway	178	13	4.16	0.00029
GO:0030707	follicle cell of egg chamber development	676	31	15.8	0.00029
GO:0060996	dendritic spine development	252	16	5.89	0.00031
GO:0048523	negative regulation of cellular process	6524	187	152.47	0.00031
GO:0032501	multicellular organismal process	11329	299	264.77	0.00031
GO:0051492	regulation of stress fiber assembly	156	12	3.65	0.00031
GO:0007281	germ cell development	1883	67	44.01	0.00031
GO:0007155	cell adhesion	1431	54	33.44	0.00032
GO:0030703	eggshell formation	157	12	3.67	0.00033
GO:0046847	filopodium assembly	254	16	5.94	0.00033
GO:0001736	establishment of planar polarity	333	19	7.78	0.00034
GO:0017157	regulation of exocytosis	255	16	5.96	0.00035
GO:0046822	regulation of nucleocytoplasmic transpor...	255	16	5.96	0.00035
GO:0048661	positive regulation of smooth muscle cel...	159	12	3.72	0.00037
GO:0009968	negative regulation of signal transducti...	2150	74	50.25	0.00040
GO:0051058	negative regulation of small GTPase medi...	138	11	3.23	0.00040
GO:0050867	positive regulation of cell activation	338	19	7.9	0.00041
GO:0002065	columnar/cuboidal epithelial cell differ...	911	38	21.29	0.00041
GO:0007391	dorsal closure	286	17	6.68	0.00043
GO:0048513	animal organ development	6112	176	142.84	0.00043
GO:0030718	germ-line stem cell population maintenan...	162	12	3.79	0.00044
GO:0007423	sensory organ development	1660	60	38.8	0.00045
GO:0007431	salivary gland development	341	19	7.97	0.00045
GO:0045216	cell-cell junction organization	633	29	14.79	0.00046
GO:0042335	cuticle development	343	19	8.02	0.00049
GO:0110053	regulation of actin filament organizatio...	456	23	10.66	0.00049
GO:0002521	leukocyte differentiation	605	28	14.14	0.00049
GO:0033043	regulation of organelle organization	2242	76	52.4	0.00051
GO:0001700	embryonic development via the syncytial ...	430	22	10.05	0.00053
GO:0001738	morphogenesis of a polarized epithelium	402	21	9.39	0.00054
GO:0030168	platelet activation	143	11	3.34	0.00055
GO:0031325	positive regulation of cellular metaboli...	4300	130	100.49	0.00056
GO:1903131	mononuclear cell differentiation	432	22	10.1	0.00057
GO:2000146	negative regulation of cell motility	432	22	10.1	0.00057
GO:0045597	positive regulation of cell differentiat...	1711	61	39.99	0.00057
GO:0006952	defense response	2105	72	49.2	0.00057
GO:0110020	regulation of actomyosin structure organ...	241	15	5.63	0.00057
GO:0071902	positive regulation of protein serine/th...	553	26	12.92	0.00062
GO:0007292	female gamete generation	1647	59	38.49	0.00063
GO:0009966	regulation of signal transduction	4274	129	99.89	0.00064
GO:1900180	regulation of protein localization to nu...	244	15	5.7	0.00065
GO:0031331	positive regulation of cellular cataboli...	805	34	18.81	0.00067
GO:0007424	open tracheal system development	496	24	11.59	0.00067
GO:0050864	regulation of B cell activation	124	10	2.9	0.00067
GO:0031346	positive regulation of cell projection o...	970	39	22.67	0.00070
GO:0043542	endothelial cell migration	326	18	7.62	0.00070
GO:0048519	negative regulation of biological proces...	7163	200	167.4	0.00073
GO:1990138	neuron projection extension	530	25	12.39	0.00075
GO:0010631	epithelial cell migration	844	35	19.72	0.00077
GO:0001816	cytokine production	812	34	18.98	0.00077
GO:0002684	positive regulation of immune system pro...	1043	41	24.38	0.00080
GO:0040007	growth	2647	86	61.86	0.00080
GO:0060998	regulation of dendritic spine developmen...	198	13	4.63	0.00080
GO:0090132	epithelium migration	847	35	19.79	0.00082
GO:0009892	negative regulation of metabolic process	4144	125	96.85	0.00083
GO:0048477	oogenesis	1526	55	35.66	0.00085
GO:0043410	positive regulation of MAPK cascade	690	30	16.13	0.00087
GO:0050764	regulation of phagocytosis	200	13	4.67	0.00088
GO:0006796	phosphate-containing compound metabolic ...	4785	141	111.83	0.00090
GO:0042067	establishment of ommatidial planar polar...	129	10	3.01	0.00091
GO:0032944	regulation of mononuclear cell prolifera...	201	13	4.7	0.00092
GO:0050670	regulation of lymphocyte proliferation	201	13	4.7	0.00092
GO:0031344	regulation of cell projection organizati...	1532	55	35.8	0.00093
GO:0012501	programmed cell death	3036	96	70.95	0.00093
GO:0007266	Rho protein signal transduction	253	15	5.91	0.00094
GO:1904589	regulation of protein import	177	12	4.14	0.00096
GO:0035023	regulation of Rho protein signal transdu...	130	10	3.04	0.00096
GO:0046580	negative regulation of Ras protein signa...	130	10	3.04	0.00096
GO:0043393	regulation of protein binding	451	22	10.54	0.00100
GO:0007166	cell surface receptor signaling pathway	3541	109	82.76	0.00100
GO:0070663	regulation of leukocyte proliferation	203	13	4.74	0.00101
GO:0051179	localization	9201	247	215.03	0.00106
GO:0090130	tissue migration	860	35	20.1	0.00107
GO:1990778	protein localization to cell periphery	637	28	14.89	0.00109
GO:0002768	immune response-regulating cell surface ...	367	19	8.58	0.00109
GO:0002573	myeloid leukocyte differentiation	284	16	6.64	0.00111
GO:0051493	regulation of cytoskeleton organization	1029	40	24.05	0.00114
GO:0010720	positive regulation of cell development	1441	52	33.68	0.00115
GO:0042098	T cell proliferation	181	12	4.23	0.00116
GO:0048675	axon extension	427	21	9.98	0.00116
GO:0032956	regulation of actin cytoskeleton organiz...	640	28	14.96	0.00117
GO:0002429	immune response-activating cell surface ...	341	18	7.97	0.00118
GO:0120035	regulation of plasma membrane bounded ce...	1513	54	35.36	0.00118
GO:0048585	negative regulation of response to stimu...	2569	83	60.04	0.00119
GO:0032386	regulation of intracellular transport	801	33	18.72	0.00121
GO:0035335	peptidyl-tyrosine dephosphorylation	135	10	3.16	0.00129
GO:0001838	embryonic epithelial tube formation	261	15	6.1	0.00129
GO:0030030	cell projection organization	2992	94	69.92	0.00131
GO:0044264	cellular polysaccharide metabolic proces...	235	14	5.49	0.00132
GO:0055123	digestive system development	552	25	12.9	0.00132
GO:0030038	contractile actin filament bundle assemb...	184	12	4.3	0.00134
GO:0043149	stress fiber assembly	184	12	4.3	0.00134
GO:0051098	regulation of binding	678	29	15.85	0.00135
GO:0010676	positive regulation of cellular carbohyd...	136	10	3.18	0.00136
GO:0009615	response to virus	346	18	8.09	0.00138
GO:0007599	hemostasis	404	20	9.44	0.00140
GO:0071840	cellular component organization or bioge...	9284	248	216.97	0.00144
GO:0035316	non-sensory hair organization	137	10	3.2	0.00144
GO:0035317	imaginal disc-derived wing hair organiza...	137	10	3.2	0.00144
GO:0050817	coagulation	405	20	9.47	0.00144
GO:0008219	cell death	3386	104	79.13	0.00146
GO:0010632	regulation of epithelial cell migration	377	19	8.81	0.00149
GO:0022412	cellular process involved in reproductio...	2146	71	50.15	0.00155
GO:0010508	positive regulation of autophagy	239	14	5.59	0.00155
GO:0009746	response to hexose	467	22	10.91	0.00155
GO:0016043	cellular component organization	9037	242	211.2	0.00156
GO:0043406	positive regulation of MAP kinase activi...	408	20	9.54	0.00157
GO:0007159	leukocyte cell-cell adhesion	322	17	7.53	0.00159
GO:1904377	positive regulation of protein localizat...	163	11	3.81	0.00160
GO:0002764	immune response-regulating signaling pat...	529	24	12.36	0.00160
GO:0120036	plasma membrane bounded cell projection ...	2974	93	69.5	0.00161
GO:0072175	epithelial tube formation	268	15	6.26	0.00167
GO:0043534	blood vessel endothelial cell migration	189	12	4.42	0.00168
GO:0050865	regulation of cell activation	593	26	13.86	0.00168
GO:0045637	regulation of myeloid cell differentiati...	296	16	6.92	0.00170
GO:0071345	cellular response to cytokine stimulus	1223	45	28.58	0.00170
GO:0010770	positive regulation of cell morphogenesi...	472	22	11.03	0.00177
GO:0031098	stress-activated protein kinase signalin...	598	26	13.98	0.00189
GO:0040013	negative regulation of locomotion	506	23	11.83	0.00194
GO:0007596	blood coagulation	386	19	9.02	0.00195
GO:0005976	polysaccharide metabolic process	245	14	5.73	0.00195
GO:0051607	defense response to virus	245	14	5.73	0.00195
GO:0140546	defense response to symbiont	245	14	5.73	0.00195
GO:0030029	actin filament-based process	1513	53	35.36	0.00197
GO:0023056	positive regulation of signaling	2653	84	62	0.00200
GO:0048546	digestive tract morphogenesis	273	15	6.38	0.00200
GO:0009896	positive regulation of catabolic process	893	35	20.87	0.00201
GO:0002757	immune response-activating signaling pat...	508	23	11.87	0.00204
GO:0072659	protein localization to plasma membrane	508	23	11.87	0.00204
GO:0120034	positive regulation of plasma membrane b...	221	13	5.16	0.00217
GO:0048731	system development	7598	207	177.57	0.00219
GO:0046649	lymphocyte activation	733	30	17.13	0.00220
GO:0048598	embryonic morphogenesis	1522	53	35.57	0.00223
GO:0006915	apoptotic process	2777	87	64.9	0.00223
GO:0045087	innate immune response	966	37	22.58	0.00224
GO:0007010	cytoskeleton organization	2363	76	55.22	0.00224
GO:0002221	pattern recognition receptor signaling p...	249	14	5.82	0.00226
GO:0002696	positive regulation of leukocyte activat...	305	16	7.13	0.00230
GO:0051239	regulation of multicellular organismal p...	5218	149	121.95	0.00236
GO:0050778	positive regulation of immune response	770	31	18	0.00240
GO:0097529	myeloid leukocyte migration	147	10	3.44	0.00242
GO:0010324	membrane invagination	224	13	5.24	0.00244
GO:0007259	receptor signaling pathway via JAK-STAT	172	11	4.02	0.00244
GO:0097696	receptor signaling pathway via STAT	172	11	4.02	0.00244
GO:0000902	cell morphogenesis	2371	76	55.41	0.00245
GO:0051247	positive regulation of protein metabolic...	2447	78	57.19	0.00248
GO:0006793	phosphorus metabolic process	4942	142	115.5	0.00248
GO:0051301	cell division	972	37	22.72	0.00248
GO:0060627	regulation of vesicle-mediated transport	1040	39	24.31	0.00248
GO:0051090	regulation of DNA-binding transcription ...	516	23	12.06	0.00249
GO:0048880	sensory system development	1318	47	30.8	0.00251
GO:0001817	regulation of cytokine production	740	30	17.29	0.00253
GO:2000147	positive regulation of cell motility	708	29	16.55	0.00256
GO:0048699	generation of neurons	3562	107	83.25	0.00260
GO:0043065	positive regulation of apoptotic process	1077	40	25.17	0.00260
GO:1902532	negative regulation of intracellular sig...	1077	40	25.17	0.00260
GO:0001933	negative regulation of protein phosphory...	842	33	19.68	0.00268
GO:0048588	developmental cell growth	678	28	15.85	0.00269
GO:0010647	positive regulation of cell communicatio...	2644	83	61.79	0.00271
GO:0050678	regulation of epithelial cell proliferat...	489	22	11.43	0.00274
GO:0001654	eye development	1289	46	30.12	0.00275
GO:0150063	visual system development	1289	46	30.12	0.00275
GO:0009894	regulation of catabolic process	1682	57	39.31	0.00278
GO:0051017	actin filament bundle assembly	311	16	7.27	0.00279
GO:0097581	lamellipodium organization	201	12	4.7	0.00280
GO:0002040	sprouting angiogenesis	150	10	3.51	0.00281
GO:0051099	positive regulation of binding	340	17	7.95	0.00281
GO:0019221	cytokine-mediated signaling pathway	648	27	15.14	0.00282
GO:0051240	positive regulation of multicellular org...	3031	93	70.84	0.00287
GO:0002376	immune system process	3771	112	88.13	0.00294
GO:0001745	compound eye morphogenesis	586	25	13.7	0.00294
GO:0030098	lymphocyte differentiation	371	18	8.67	0.00295
GO:0051403	stress-activated MAPK cascade	555	24	12.97	0.00298
GO:0034097	response to cytokine	1401	49	32.74	0.00300
GO:0009967	positive regulation of signal transducti...	2279	73	53.26	0.00306
GO:0043122	regulation of I-kappaB kinase/NF-kappaB ...	230	13	5.38	0.00306
GO:0050766	positive regulation of phagocytosis	152	10	3.55	0.00309
GO:1904375	regulation of protein localization to ce...	258	14	6.03	0.00312
GO:1902903	regulation of supramolecular fiber organ...	751	30	17.55	0.00314
GO:0035148	tube formation	344	17	8.04	0.00316
GO:0032880	regulation of protein localization	1729	58	40.41	0.00319
GO:0016049	cell growth	1194	43	27.9	0.00319
GO:0007595	lactation	153	10	3.58	0.00324
GO:0051491	positive regulation of filopodium assemb...	153	10	3.58	0.00324
GO:0034284	response to monosaccharide	496	22	11.59	0.00324
GO:0006955	immune response	2436	77	56.93	0.00330
GO:0048565	digestive tract development	528	23	12.34	0.00330
GO:0051716	cellular response to stimulus	8800	234	205.66	0.00331
GO:0019751	polyol metabolic process	347	17	8.11	0.00345
GO:0030032	lamellipodium assembly	180	11	4.21	0.00347
GO:0051246	regulation of protein metabolic process	3908	115	91.33	0.00348
GO:0002833	positive regulation of response to bioti...	407	19	9.51	0.00349
GO:0043409	negative regulation of MAPK cascade	377	18	8.81	0.00349
GO:0032989	cellular component morphogenesis	2556	80	59.74	0.00354
GO:0007254	JNK cascade	438	20	10.24	0.00355
GO:0006909	phagocytosis	500	22	11.69	0.00357
GO:0018193	peptidyl-amino acid modification	1702	57	39.78	0.00358
GO:0007265	Ras protein signal transduction	726	29	16.97	0.00366
GO:0010638	positive regulation of organelle organiz...	1099	40	25.68	0.00369
GO:0034446	substrate adhesion-dependent cell spread...	156	10	3.65	0.00372
GO:0042326	negative regulation of phosphorylation	897	34	20.96	0.00393
GO:0071310	cellular response to organic substance	3647	108	85.23	0.00393
GO:0030335	positive regulation of cell migration	697	28	16.29	0.00394
GO:0030155	regulation of cell adhesion	898	34	20.99	0.00399
GO:0010605	negative regulation of macromolecule met...	3730	110	87.17	0.00409
GO:0030100	regulation of endocytosis	634	26	14.82	0.00413
GO:0032970	regulation of actin filament-based proce...	733	29	17.13	0.00418
GO:0045089	positive regulation of innate immune res...	354	17	8.27	0.00422
GO:0007611	learning or memory	834	32	19.49	0.00425
GO:0006911	phagocytosis, engulfment	159	10	3.72	0.00426
GO:0045746	negative regulation of Notch signaling p...	159	10	3.72	0.00426
GO:0001936	regulation of endothelial cell prolifera...	185	11	4.32	0.00426
GO:0002064	epithelial cell development	1075	39	25.12	0.00435
GO:0000209	protein polyubiquitination	386	18	9.02	0.00446
GO:0018105	peptidyl-serine phosphorylation	510	22	11.92	0.00450
GO:0051345	positive regulation of hydrolase activit...	1147	41	26.81	0.00450
GO:0007435	salivary gland morphogenesis	269	14	6.29	0.00452
GO:0022612	gland morphogenesis	479	21	11.19	0.00454
GO:0032872	regulation of stress-activated MAPK casc...	480	21	11.22	0.00465
GO:0070302	regulation of stress-activated protein k...	480	21	11.22	0.00465
GO:0060359	response to ammonium ion	299	15	6.99	0.00471
GO:0007399	nervous system development	4782	136	111.76	0.00473
GO:0045913	positive regulation of carbohydrate meta...	162	10	3.79	0.00485
GO:1903530	regulation of secretion by cell	1118	40	26.13	0.00492
GO:0032092	positive regulation of protein binding	216	12	5.05	0.00499
GO:0002164	larval development	1084	39	25.33	0.00499
GO:0035315	hair cell differentiation	244	13	5.7	0.00504
GO:0040011	locomotion	3480	103	81.33	0.00505
GO:0031398	positive regulation of protein ubiquitin...	163	10	3.81	0.00507
GO:0050896	response to stimulus	11254	289	263.01	0.00509
GO:0061572	actin filament bundle organization	331	16	7.74	0.00509
GO:0043009	chordate embryonic development	1086	39	25.38	0.00515
GO:0006606	protein import into nucleus	302	15	7.06	0.00515
GO:0009607	response to biotic stimulus	2290	72	53.52	0.00516
GO:0033002	muscle cell proliferation	332	16	7.76	0.00524
GO:1902905	positive regulation of supramolecular fi...	423	19	9.89	0.00526
GO:0006897	endocytosis	1335	46	31.2	0.00527
GO:0030036	actin cytoskeleton organization	1371	47	32.04	0.00528
GO:0051960	regulation of nervous system development	2142	68	50.06	0.00528
GO:0015749	monosaccharide transmembrane transport	303	15	7.08	0.00531
GO:0071216	cellular response to biotic stimulus	303	15	7.08	0.00531
GO:0010595	positive regulation of endothelial cell ...	191	11	4.46	0.00541
GO:0070727	cellular macromolecule localization	4240	122	99.09	0.00547
GO:0030879	mammary gland development	275	14	6.43	0.00548
GO:0046328	regulation of JNK cascade	394	18	9.21	0.00549
GO:1903706	regulation of hemopoiesis	519	22	12.13	0.00551
GO:0001935	endothelial cell proliferation	219	12	5.12	0.00556
GO:0050673	epithelial cell proliferation	584	24	13.65	0.00560
GO:0044092	negative regulation of molecular functio...	1594	53	37.25	0.00571
GO:0048103	somatic stem cell division	166	10	3.88	0.00575
GO:0051726	regulation of cell cycle	1889	61	44.15	0.00577
GO:0030097	hemopoiesis	1271	44	29.7	0.00582
GO:0031396	regulation of protein ubiquitination	336	16	7.85	0.00586
GO:0002831	regulation of response to biotic stimulu...	619	25	14.47	0.00588
GO:0007015	actin filament organization	752	29	17.57	0.00593
GO:0002253	activation of immune response	587	24	13.72	0.00595
GO:0051173	positive regulation of nitrogen compound...	4052	117	94.7	0.00596
GO:0008645	hexose transmembrane transport	278	14	6.5	0.00601
GO:0035567	non-canonical Wnt signaling pathway	194	11	4.53	0.00606
GO:0051124	synaptic assembly at neuromuscular junct...	460	20	10.75	0.00606
GO:0046578	regulation of Ras protein signal transdu...	398	18	9.3	0.00608
GO:0009792	embryo development ending in birth or eg...	1932	62	45.15	0.00616
GO:0062013	positive regulation of small molecule me...	279	14	6.52	0.00620
GO:0009893	positive regulation of metabolic process	4818	136	112.6	0.00621
GO:0060828	regulation of canonical Wnt signaling pa...	399	18	9.32	0.00624
GO:0043547	positive regulation of GTPase activity	558	23	13.04	0.00638
GO:0002758	innate immune response-activating signal...	280	14	6.54	0.00639
GO:0033036	macromolecule localization	4943	139	115.52	0.00640
GO:0050776	regulation of immune response	962	35	22.48	0.00648
GO:0048584	positive regulation of response to stimu...	3083	92	72.05	0.00668
GO:0060341	regulation of cellular localization	2278	71	53.24	0.00672
GO:0003006	developmental process involved in reprod...	3045	91	71.16	0.00673
GO:0060491	regulation of cell projection assembly	403	18	9.42	0.00689
GO:0120032	regulation of plasma membrane bounded ce...	403	18	9.42	0.00689
GO:0072593	reactive oxygen species metabolic proces...	530	22	12.39	0.00698
GO:0007178	transmembrane receptor protein serine/th...	628	25	14.68	0.00701
GO:0030182	neuron differentiation	3324	98	77.68	0.00710
GO:0044260	cellular macromolecule metabolic process	8319	220	194.42	0.00712
GO:0008104	protein localization	4156	119	97.13	0.00723
GO:0031323	regulation of cellular metabolic process	7058	190	164.95	0.00723
GO:0010506	regulation of autophagy	696	27	16.27	0.00723
GO:0050808	synapse organization	1216	42	28.42	0.00727
GO:0043433	negative regulation of DNA-binding trans...	199	11	4.65	0.00729
GO:0050807	regulation of synapse organization	731	28	17.08	0.00742
GO:0019730	antimicrobial humoral response	200	11	4.67	0.00756
GO:0010604	positive regulation of macromolecule met...	4482	127	104.75	0.00756
GO:0071331	cellular response to hexose stimulus	257	13	6.01	0.00768
GO:0070887	cellular response to chemical stimulus	4605	130	107.62	0.00770
