GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0000082	G1/S transition of mitotic cell cycle	417	47	28.39	0.00045
GO:0000075	cell cycle checkpoint signaling	362	42	24.65	0.00049
GO:0016064	immunoglobulin mediated immune response	43	10	2.93	0.00050
GO:0016180	snRNA processing	43	10	2.93	0.00050
GO:0019724	B cell mediated immunity	43	10	2.93	0.00050
GO:0007051	spindle organization	420	47	28.59	0.00053
GO:2000112	regulation of cellular macromolecule bio...	3574	288	243.33	0.00054
GO:0000819	sister chromatid segregation	432	48	29.41	0.00054
GO:0019219	regulation of nucleobase-containing comp...	3646	293	248.23	0.00057
GO:0000070	mitotic sister chromatid segregation	376	43	25.6	0.00057
GO:0043967	histone H4 acetylation	95	16	6.47	0.00064
GO:0000245	spliceosomal complex assembly	163	23	11.1	0.00068
GO:0007346	regulation of mitotic cell cycle	1097	102	74.69	0.00070
GO:0002377	immunoglobulin production	61	12	4.15	0.00072
GO:0090305	nucleic acid phosphodiester bond hydroly...	392	44	26.69	0.00074
GO:0006807	nitrogen compound metabolic process	11365	820	773.77	0.00076
GO:0070646	protein modification by small protein re...	407	45	27.71	0.00089
GO:0045815	transcription initiation-coupled chromat...	98	16	6.67	0.00091
GO:0044843	cell cycle G1/S phase transition	432	47	29.41	0.00097
GO:0051726	regulation of cell cycle	1799	155	122.48	0.00100
GO:0051303	establishment of chromosome localization	118	18	8.03	0.00102
GO:0000959	mitochondrial RNA metabolic process	47	10	3.2	0.00105
GO:0006415	translational termination	119	18	8.1	0.00113
GO:0042254	ribosome biogenesis	689	68	46.91	0.00124
GO:0006298	mismatch repair	48	10	3.27	0.00125
GO:0140014	mitotic nuclear division	547	56	37.24	0.00143
GO:0006479	protein methylation	269	32	18.31	0.00146
GO:0008213	protein alkylation	269	32	18.31	0.00146
GO:0050000	chromosome localization	122	18	8.31	0.00151
GO:0051225	spindle assembly	238	29	16.2	0.00166
GO:0007080	mitotic metaphase plate congression	85	14	5.79	0.00170
GO:0055025	positive regulation of cardiac muscle ti...	50	10	3.4	0.00173
GO:0006406	mRNA export from nucleus	228	28	15.52	0.00176
GO:0051321	meiotic cell cycle	540	55	36.76	0.00176
GO:0030261	chromosome condensation	114	17	7.76	0.00179
GO:0044786	cell cycle DNA replication	124	18	8.44	0.00182
GO:0016579	protein deubiquitination	376	41	25.6	0.00191
GO:0071840	cellular component organization or bioge...	8560	629	582.79	0.00207
GO:1903046	meiotic cell cycle process	473	49	32.2	0.00217
GO:1901988	negative regulation of cell cycle phase ...	427	45	29.07	0.00232
GO:0071704	organic substance metabolic process	12394	882	843.82	0.00233
GO:0061982	meiosis I cell cycle process	222	27	15.11	0.00241
GO:0010556	regulation of macromolecule biosynthetic...	3720	292	253.27	0.00256
GO:0000278	mitotic cell cycle	1778	150	121.05	0.00282
GO:0007049	cell cycle	2633	213	179.26	0.00290
GO:0006974	cellular response to DNA damage stimulus	1058	95	72.03	0.00308
GO:0007062	sister chromatid cohesion	81	13	5.51	0.00310
GO:2001251	negative regulation of chromosome organi...	205	25	13.96	0.00330
GO:0018205	peptidyl-lysine modification	461	47	31.39	0.00360
GO:1901987	regulation of cell cycle phase transitio...	759	71	51.68	0.00382
GO:0070206	protein trimerization	83	13	5.65	0.00386
GO:0031326	regulation of cellular biosynthetic proc...	3987	309	271.45	0.00398
GO:0045448	mitotic cell cycle, embryonic	74	12	5.04	0.00404
GO:0019438	aromatic compound biosynthetic process	4148	320	282.41	0.00434
GO:0007093	mitotic cell cycle checkpoint signaling	267	30	18.18	0.00473
GO:0032508	DNA duplex unwinding	85	13	5.79	0.00475
GO:0043010	camera-type eye development	432	44	29.41	0.00483
GO:0000387	spliceosomal snRNP assembly	76	12	5.17	0.00505
GO:0022618	ribonucleoprotein complex assembly	605	58	41.19	0.00511
GO:2000178	negative regulation of neural precursor ...	86	13	5.86	0.00526
GO:0018130	heterocycle biosynthetic process	4178	321	284.45	0.00545
GO:0051052	regulation of DNA metabolic process	508	50	34.59	0.00546
GO:0050686	negative regulation of mRNA processing	117	16	7.97	0.00576
GO:0006351	DNA-templated transcription	2977	235	202.68	0.00577
GO:0045844	positive regulation of striated muscle t...	87	13	5.92	0.00581
GO:1901863	positive regulation of muscle tissue dev...	87	13	5.92	0.00581
GO:0051310	metaphase plate congression	97	14	6.6	0.00588
GO:0016573	histone acetylation	238	27	16.2	0.00628
GO:0090329	regulation of DNA-templated DNA replicat...	88	13	5.99	0.00640
GO:1901992	positive regulation of mitotic cell cycl...	172	21	11.71	0.00663
GO:0034654	nucleobase-containing compound biosynthe...	4010	308	273.01	0.00679
GO:0006414	translational elongation	217	25	14.77	0.00688
GO:0045935	positive regulation of nucleobase-contai...	2081	169	141.68	0.00709
GO:0051028	mRNA transport	252	28	17.16	0.00721
GO:0051783	regulation of nuclear division	394	40	26.82	0.00736
GO:0006304	DNA modification	100	14	6.81	0.00769
GO:0000212	meiotic spindle organization	90	13	6.13	0.00774
GO:0018393	internal peptidyl-lysine acetylation	242	27	16.48	0.00780
GO:0031570	DNA integrity checkpoint signaling	266	29	18.11	0.00818
GO:0046622	positive regulation of organ growth	71	11	4.83	0.00819
GO:0032392	DNA geometric change	91	13	6.2	0.00848
GO:0048645	animal organ formation	91	13	6.2	0.00848
GO:0000723	telomere maintenance	211	24	14.37	0.00930
GO:0044237	cellular metabolic process	12261	867	834.77	0.00949
GO:0040029	epigenetic regulation of gene expression	450	44	30.64	0.00979
GO:0032200	telomere organization	212	24	14.43	0.00983
