GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0014070	response to organic cyclic compound	1683	44	27.53	0.00116
GO:0007178	transmembrane receptor protein serine/th...	449	17	7.34	0.00119
GO:0007167	enzyme-linked receptor protein signaling...	1305	36	21.34	0.00136
GO:0010259	multicellular organism aging	708	23	11.58	0.00139
GO:0030522	intracellular receptor signaling pathway	416	16	6.8	0.00141
GO:0010608	post-transcriptional regulation of gene ...	1079	31	17.65	0.00159
GO:1901652	response to peptide	896	27	14.65	0.00164
GO:0010648	negative regulation of cell communicatio...	1814	46	29.67	0.00165
GO:1901701	cellular response to oxygen-containing c...	1666	43	27.25	0.00170
GO:0051261	protein depolymerization	200	10	3.27	0.00171
GO:0023057	negative regulation of signaling	1818	46	29.73	0.00172
GO:0048585	negative regulation of response to stimu...	2024	50	33.1	0.00177
GO:0008340	determination of adult lifespan	678	22	11.09	0.00179
GO:0010876	lipid localization	678	22	11.09	0.00179
GO:0010817	regulation of hormone levels	811	25	13.26	0.00179
GO:0009607	response to biotic stimulus	1740	44	28.46	0.00222
GO:0060537	muscle tissue development	605	20	9.89	0.00232
GO:0007368	determination of left/right symmetry	244	11	3.99	0.00232
GO:0071216	cellular response to biotic stimulus	209	10	3.42	0.00237
GO:1903706	regulation of hemopoiesis	438	16	7.16	0.00237
GO:0071407	cellular response to organic cyclic comp...	970	28	15.86	0.00251
GO:0007568	aging	1113	31	18.2	0.00256
GO:0007249	I-kappaB kinase/NF-kappaB signaling	212	10	3.47	0.00262
GO:0060538	skeletal muscle organ development	363	14	5.94	0.00269
GO:0033002	muscle cell proliferation	249	11	4.07	0.00272
GO:0003007	heart morphogenesis	364	14	5.95	0.00276
GO:0007179	transforming growth factor beta receptor...	251	11	4.11	0.00289
GO:0061061	muscle structure development	1176	32	19.23	0.00313
GO:0009888	tissue development	3045	68	49.8	0.00332
GO:0009653	anatomical structure morphogenesis	4323	91	70.7	0.00332
GO:0001655	urogenital system development	496	17	8.11	0.00338
GO:0042446	hormone biosynthetic process	220	10	3.6	0.00342
GO:0014706	striated muscle tissue development	583	19	9.53	0.00346
GO:0006720	isoprenoid metabolic process	221	10	3.61	0.00353
GO:0070482	response to oxygen levels	763	23	12.48	0.00358
GO:0009792	embryo development ending in birth or eg...	1587	40	25.96	0.00379
GO:0043603	amide metabolic process	2635	60	43.1	0.00399
GO:0008219	cell death	2905	65	47.51	0.00400
GO:0050896	response to stimulus	9204	172	150.53	0.00402
GO:0009855	determination of bilateral symmetry	266	11	4.35	0.00448
GO:0030335	positive regulation of cell migration	468	16	7.65	0.00452
GO:0009617	response to bacterium	872	25	14.26	0.00462
GO:0030041	actin filament polymerization	306	12	5	0.00465
GO:0035194	RNA-mediated post-transcriptional gene s...	230	10	3.76	0.00468
GO:0009799	specification of symmetry	268	11	4.38	0.00474
GO:0043066	negative regulation of apoptotic process	1265	33	20.69	0.00514
GO:0006518	peptide metabolic process	2082	49	34.05	0.00521
GO:0023052	signaling	5778	115	94.5	0.00522
GO:0051146	striated muscle cell differentiation	608	19	9.94	0.00541
GO:2000147	positive regulation of cell motility	478	16	7.82	0.00551
GO:0006869	lipid transport	437	15	7.15	0.00568
GO:0007584	response to nutrient	524	17	8.57	0.00582
GO:0060548	negative regulation of cell death	1476	37	24.14	0.00585
GO:0043434	response to peptide hormone	796	23	13.02	0.00594
GO:0007165	signal transduction	5219	105	85.36	0.00613
GO:0002181	cytoplasmic translation	661	20	10.81	0.00619
GO:0016441	post-transcriptional gene silencing	240	10	3.93	0.00627
GO:0043069	negative regulation of programmed cell d...	1283	33	20.98	0.00634
GO:0060972	left/right pattern formation	279	11	4.56	0.00636
GO:0032502	developmental process	8290	156	135.58	0.00657
GO:0035966	response to topologically incorrect prot...	403	14	6.59	0.00671
GO:0007154	cell communication	5940	117	97.15	0.00682
GO:0051707	response to other organism	1695	41	27.72	0.00684
GO:0006457	protein folding	533	17	8.72	0.00685
GO:0043207	response to external biotic stimulus	1697	41	27.75	0.00697
GO:0061572	actin filament bundle organization	284	11	4.64	0.00723
GO:0031667	response to nutrient levels	1149	30	18.79	0.00748
GO:0051716	cellular response to stimulus	7101	136	116.14	0.00792
GO:0030029	actin filament-based process	1157	30	18.92	0.00821
GO:0019221	cytokine-mediated signaling pathway	588	18	9.62	0.00821
GO:0051258	protein polymerization	500	16	8.18	0.00834
GO:0030036	actin cytoskeleton organization	1064	28	17.4	0.00874
GO:0012501	programmed cell death	2626	58	42.95	0.00893
GO:1903037	regulation of leukocyte cell-cell adhesi...	253	10	4.14	0.00894
GO:0034284	response to monosaccharide	461	15	7.54	0.00909
GO:0008154	actin polymerization or depolymerization	334	12	5.46	0.00910
GO:0015850	organic hydroxy compound transport	334	12	5.46	0.00910
GO:0071375	cellular response to peptide hormone sti...	596	18	9.75	0.00936
GO:0001701	in utero embryonic development	508	16	8.31	0.00962
GO:0009991	response to extracellular stimulus	1172	30	19.17	0.00975
GO:0002682	regulation of immune system process	1374	34	22.47	0.00988
GO:0009615	response to virus	380	13	6.21	0.00998
