GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0048024	regulation of mRNA splicing, via spliceo...	279	45	20.29	3.6e-07
GO:0001710	mesodermal cell fate commitment	64	18	4.65	4.1e-07
GO:0001707	mesoderm formation	168	32	12.22	4.3e-07
GO:0044265	cellular macromolecule catabolic process	1704	177	123.91	4.7e-07
GO:0006611	protein export from nucleus	310	48	22.54	5.1e-07
GO:0007389	pattern specification process	1532	162	111.4	5.1e-07
GO:0006399	tRNA metabolic process	229	39	16.65	5.2e-07
GO:0071166	ribonucleoprotein complex localization	212	37	15.42	5.5e-07
GO:0048663	neuron fate commitment	170	32	12.36	5.6e-07
GO:0006405	RNA export from nucleus	230	39	16.72	5.8e-07
GO:0009890	negative regulation of biosynthetic proc...	2173	216	158.01	6.0e-07
GO:0048332	mesoderm morphogenesis	179	33	13.02	6.2e-07
GO:0048333	mesodermal cell differentiation	79	20	5.74	6.2e-07
GO:0007449	proximal/distal pattern formation, imagi...	21	10	1.53	6.7e-07
GO:0035223	leg disc pattern formation	21	10	1.53	6.7e-07
GO:0010604	positive regulation of macromolecule met...	4482	401	325.91	6.8e-07
GO:0048518	positive regulation of biological proces...	7865	657	571.9	6.8e-07
GO:0003006	developmental process involved in reprod...	3045	287	221.42	7.2e-07
GO:1903507	negative regulation of nucleic acid-temp...	1529	161	111.18	7.2e-07
GO:0060795	cell fate commitment involved in formati...	124	26	9.02	7.6e-07
GO:0010608	post-transcriptional regulation of gene ...	927	107	67.41	1.1e-06
GO:0006996	organelle organization	5843	504	424.87	1.1e-06
GO:1902679	negative regulation of RNA biosynthetic ...	1540	161	111.98	1.1e-06
GO:0045892	negative regulation of DNA-templated tra...	1495	157	108.71	1.2e-06
GO:0048519	negative regulation of biological proces...	7163	603	520.85	1.2e-06
GO:0031325	positive regulation of cellular metaboli...	4300	385	312.67	1.2e-06
GO:0050684	regulation of mRNA processing	348	51	25.3	1.2e-06
GO:0019438	aromatic compound biosynthetic process	4887	430	355.36	1.4e-06
GO:0003002	regionalization	1443	152	104.93	1.5e-06
GO:0045893	positive regulation of DNA-templated tra...	1872	188	136.12	1.9e-06
GO:0043484	regulation of RNA splicing	335	49	24.36	2.1e-06
GO:0007501	mesodermal cell fate specification	58	16	4.22	2.4e-06
GO:0031328	positive regulation of cellular biosynth...	2581	246	187.68	2.4e-06
GO:0016570	histone modification	730	87	53.08	3.1e-06
GO:0060581	cell fate commitment involved in pattern...	87	20	6.33	3.2e-06
GO:0070918	regulatory ncRNA processing	102	22	7.42	3.2e-06
GO:0051246	regulation of protein metabolic process	3908	351	284.17	3.4e-06
GO:0007281	germ cell development	1883	187	136.92	4.2e-06
GO:0007059	chromosome segregation	671	81	48.79	4.2e-06
GO:0009891	positive regulation of biosynthetic proc...	2625	248	190.88	4.3e-06
GO:0010002	cardioblast differentiation	54	15	3.93	4.5e-06
GO:0000578	embryonic axis specification	315	46	22.91	4.5e-06
GO:0042273	ribosomal large subunit biogenesis	112	23	8.14	4.7e-06
GO:0022607	cellular component assembly	4914	428	357.32	4.8e-06
GO:0006406	mRNA export from nucleus	170	30	12.36	5.0e-06
GO:0022402	cell cycle process	2337	224	169.93	5.2e-06
GO:0031324	negative regulation of cellular metaboli...	3574	323	259.88	5.8e-06
GO:0022412	cellular process involved in reproductio...	2146	208	156.05	5.8e-06
GO:0007018	microtubule-based movement	509	65	37.01	6.2e-06
GO:0042274	ribosomal small subunit biogenesis	114	23	8.29	6.4e-06
GO:0043632	modification-dependent macromolecule cat...	920	103	66.9	6.6e-06
GO:0009893	positive regulation of metabolic process	4818	419	350.34	7.5e-06
GO:0043967	histone H4 acetylation	132	25	9.6	8.4e-06
GO:0031503	protein-containing complex localization	442	58	32.14	8.5e-06
GO:0007369	gastrulation	546	68	39.7	8.9e-06
GO:0006368	transcription elongation by RNA polymera...	158	28	11.49	9.4e-06
GO:0000280	nuclear division	819	93	59.55	1.1e-05
GO:0001709	cell fate determination	375	51	27.27	1.1e-05
GO:0045944	positive regulation of transcription by ...	1425	146	103.62	1.1e-05
GO:0045685	regulation of glial cell differentiation	95	20	6.91	1.3e-05
GO:0016567	protein ubiquitination	969	106	70.46	1.3e-05
GO:0010628	positive regulation of gene expression	2902	267	211.02	1.3e-05
GO:0034243	regulation of transcription elongation b...	80	18	5.82	1.3e-05
GO:0048864	stem cell development	144	26	10.47	1.4e-05
GO:0043412	macromolecule modification	5488	468	399.06	1.4e-05
GO:0009057	macromolecule catabolic process	2261	215	164.41	1.4e-05
GO:0060911	cardiac cell fate commitment	40	12	2.91	1.7e-05
GO:0030154	cell differentiation	6548	547	476.13	1.8e-05
GO:0045138	nematode male tail tip morphogenesis	121	23	8.8	1.8e-05
GO:0048523	negative regulation of cellular process	6524	545	474.39	1.9e-05
GO:0035218	leg disc development	209	33	15.2	2.0e-05
GO:0051640	organelle localization	1350	138	98.16	2.2e-05
GO:0070647	protein modification by small protein co...	1315	135	95.62	2.2e-05
GO:0017145	stem cell division	257	38	18.69	2.2e-05
GO:0051170	import into nucleus	325	45	23.63	2.3e-05
GO:0007351	tripartite regional subdivision	277	40	20.14	2.4e-05
GO:0008595	anterior/posterior axis specification, e...	277	40	20.14	2.4e-05
GO:0051028	mRNA transport	193	31	14.03	2.5e-05
GO:0051128	regulation of cellular component organiz...	4395	382	319.58	2.6e-05
GO:0009952	anterior/posterior pattern specification	640	75	46.54	2.7e-05
GO:0007049	cell cycle	2856	261	207.67	2.8e-05
GO:0000003	reproduction	4283	373	311.44	2.8e-05
GO:0032446	protein modification by small protein co...	1036	110	75.33	3.3e-05
GO:0048869	cellular developmental process	6664	553	484.57	3.5e-05
GO:0030163	protein catabolic process	1553	154	112.93	3.5e-05
GO:0043414	macromolecule methylation	412	53	29.96	3.6e-05
GO:0019941	modification-dependent protein catabolic...	905	98	65.81	4.2e-05
GO:0030490	maturation of SSU-rRNA	79	17	5.74	4.3e-05
GO:0048285	organelle fission	907	98	65.95	4.6e-05
GO:0022414	reproductive process	4155	361	302.13	5.0e-05
GO:0010498	proteasomal protein catabolic process	787	87	57.23	5.5e-05
GO:0048880	sensory system development	1318	133	95.84	5.7e-05
GO:0010001	glial cell differentiation	378	49	27.49	5.7e-05
GO:0090598	male anatomical structure morphogenesis	183	29	13.31	5.7e-05
GO:0006511	ubiquitin-dependent protein catabolic pr...	902	97	65.59	6.0e-05
GO:0048713	regulation of oligodendrocyte differenti...	59	14	4.29	6.4e-05
GO:0035196	miRNA processing	74	16	5.38	6.7e-05
GO:0032434	regulation of proteasomal ubiquitin-depe...	241	35	17.52	6.7e-05
GO:0048665	neuron fate specification	67	15	4.87	7.3e-05
GO:0007276	gamete generation	2532	232	184.11	7.3e-05
GO:1903313	positive regulation of mRNA metabolic pr...	223	33	16.22	7.4e-05
GO:2000058	regulation of ubiquitin-dependent protei...	291	40	21.16	7.4e-05
GO:0043487	regulation of RNA stability	301	41	21.89	7.5e-05
GO:0060485	mesenchyme development	372	48	27.05	7.6e-05
GO:0006259	DNA metabolic process	1210	123	87.98	8.0e-05
GO:0061136	regulation of proteasomal protein catabo...	332	44	24.14	8.0e-05
GO:0021955	central nervous system neuron axonogenes...	83	17	6.04	8.2e-05
GO:0000278	mitotic cell cycle	1861	177	135.32	9.0e-05
GO:0031047	RNA-mediated gene silencing	264	37	19.2	9.1e-05
GO:0070727	cellular macromolecule localization	4240	365	308.31	9.8e-05
GO:0051674	localization of cell	1779	170	129.36	9.9e-05
GO:0060560	developmental growth involved in morphog...	745	82	54.17	0.00010
GO:0031329	regulation of cellular catabolic process	1515	148	110.16	0.00010
GO:0001654	eye development	1289	129	93.73	0.00011
GO:0150063	visual system development	1289	129	93.73	0.00011
GO:0006354	DNA-templated transcription elongation	180	28	13.09	0.00011
GO:0048569	post-embryonic animal organ development	1183	120	86.02	0.00011
GO:1903050	regulation of proteolysis involved in pr...	398	50	28.94	0.00011
GO:0042078	germ-line stem cell division	77	16	5.6	0.00011
GO:0000460	maturation of 5.8S rRNA	55	13	4	0.00012
GO:0007498	mesoderm development	411	51	29.89	0.00012
GO:0043488	regulation of mRNA stability	288	39	20.94	0.00013
GO:0044238	primary metabolic process	13223	1019	961.5	0.00014
GO:0009894	regulation of catabolic process	1682	161	122.31	0.00014
GO:0008104	protein localization	4156	357	302.2	0.00014
GO:0051656	establishment of organelle localization	1145	116	83.26	0.00015
GO:0001745	compound eye morphogenesis	586	67	42.61	0.00015
GO:0051052	regulation of DNA metabolic process	499	59	36.28	0.00015
GO:0009948	anterior/posterior axis specification	372	47	27.05	0.00015
GO:0061157	mRNA destabilization	147	24	10.69	0.00015
GO:0051603	proteolysis involved in protein cataboli...	1123	114	81.66	0.00015
GO:0065007	biological regulation	13404	1031	974.66	0.00016
GO:0007017	microtubule-based process	1505	146	109.44	0.00016
GO:0042176	regulation of protein catabolic process	677	75	49.23	0.00017
GO:0009792	embryo development ending in birth or eg...	1932	181	140.48	0.00017
GO:0006606	protein import into nucleus	302	40	21.96	0.00017
GO:0006352	DNA-templated transcription initiation	374	47	27.2	0.00017
GO:0050779	RNA destabilization	148	24	10.76	0.00017
GO:0007432	salivary gland boundary specification	36	10	2.62	0.00018
GO:0043161	proteasome-mediated ubiquitin-dependent ...	690	76	50.17	0.00018
GO:0032784	regulation of DNA-templated transcriptio...	105	19	7.64	0.00018
GO:0098813	nuclear chromosome segregation	558	64	40.57	0.00019
GO:0000470	maturation of LSU-rRNA	43	11	3.13	0.00019
GO:0044703	multi-organism reproductive process	3039	269	220.98	0.00019
GO:0048749	compound eye development	737	80	53.59	0.00020
GO:0060688	regulation of morphogenesis of a branchi...	65	14	4.73	0.00020
GO:0000122	negative regulation of transcription by ...	1072	109	77.95	0.00020
GO:0007165	signal transduction	6538	536	475.41	0.00020
GO:0042659	regulation of cell fate specification	132	22	9.6	0.00021
GO:0001751	compound eye photoreceptor cell differen...	285	38	20.72	0.00021
GO:2000027	regulation of animal organ morphogenesis	484	57	35.19	0.00021
GO:0033044	regulation of chromosome organization	660	73	47.99	0.00021
GO:0031123	RNA 3'-end processing	246	34	17.89	0.00022
GO:0050657	nucleic acid transport	348	44	25.3	0.00023
GO:0050658	RNA transport	348	44	25.3	0.00023
GO:0009791	post-embryonic development	2084	192	151.54	0.00026
GO:0007154	cell communication	7483	605	544.12	0.00026
GO:0048859	formation of anatomical boundary	108	19	7.85	0.00027
GO:0043401	steroid hormone mediated signaling pathw...	299	39	21.74	0.00028
GO:0006367	transcription initiation at RNA polymera...	330	42	24	0.00028
GO:0032435	negative regulation of proteasomal ubiqu...	52	12	3.78	0.00028
GO:0008033	tRNA processing	144	23	10.47	0.00029
GO:0010092	specification of animal organ identity	45	11	3.27	0.00029
GO:0022008	neurogenesis	3739	322	271.88	0.00029
GO:0007399	nervous system development	4782	402	347.72	0.00030
GO:0051236	establishment of RNA localization	352	44	25.6	0.00030
GO:0048699	generation of neurons	3562	308	259.01	0.00031
GO:0061013	regulation of mRNA catabolic process	301	39	21.89	0.00032
GO:0006412	translation	1003	102	72.93	0.00032
GO:0001701	in utero embryonic development	580	65	42.17	0.00032
GO:0009451	RNA modification	192	28	13.96	0.00032
GO:0072384	organelle transport along microtubule	173	26	12.58	0.00032
GO:0009755	hormone-mediated signaling pathway	343	43	24.94	0.00033
GO:0014013	regulation of gliogenesis	202	29	14.69	0.00033
GO:1901362	organic cyclic compound biosynthetic pro...	5303	441	385.6	0.00033
GO:0072089	stem cell proliferation	396	48	28.79	0.00034
GO:0007548	sex differentiation	819	86	59.55	0.00034
GO:0042063	gliogenesis	593	66	43.12	0.00035
GO:0006338	chromatin remodeling	472	55	34.32	0.00035
GO:0045687	positive regulation of glial cell differ...	46	11	3.34	0.00036
GO:0006417	regulation of translation	661	72	48.06	0.00036
GO:0061035	regulation of cartilage development	85	16	6.18	0.00037
GO:0072091	regulation of stem cell proliferation	184	27	13.38	0.00037
GO:0051726	regulation of cell cycle	1889	175	137.36	0.00038
GO:0010160	formation of animal organ boundary	77	15	5.6	0.00038
GO:0090305	nucleic acid phosphodiester bond hydroly...	377	46	27.41	0.00038
GO:0009798	axis specification	584	65	42.47	0.00039
GO:0099111	microtubule-based transport	336	42	24.43	0.00041
GO:0046530	photoreceptor cell differentiation	497	57	36.14	0.00041
GO:0036211	protein modification process	5263	437	382.7	0.00042
GO:0044237	cellular metabolic process	13695	1047	995.82	0.00043
GO:0048477	oogenesis	1526	145	110.96	0.00043
GO:0008283	cell population proliferation	3078	269	223.82	0.00044
GO:0000245	spliceosomal complex assembly	139	22	10.11	0.00044
GO:0048640	negative regulation of developmental gro...	327	41	23.78	0.00045
GO:0000469	cleavage involved in rRNA processing	40	10	2.91	0.00045
GO:0065003	protein-containing complex assembly	2980	261	216.69	0.00047
GO:0030705	cytoskeleton-dependent intracellular tra...	360	44	26.18	0.00049
GO:0048870	cell motility	2513	224	182.73	0.00050
GO:0034504	protein localization to nucleus	490	56	35.63	0.00051
GO:0021515	cell differentiation in spinal cord	63	13	4.58	0.00051
GO:0009954	proximal/distal pattern formation	71	14	5.16	0.00051
GO:0023052	signaling	7380	594	536.63	0.00052
GO:0090501	RNA phosphodiester bond hydrolysis	198	28	14.4	0.00054
GO:0017038	protein import	383	46	27.85	0.00054
GO:0046661	male sex differentiation	416	49	30.25	0.00057
GO:0007292	female gamete generation	1647	154	119.76	0.00058
GO:0019538	protein metabolic process	7509	603	546.01	0.00058
GO:0048762	mesenchymal cell differentiation	280	36	20.36	0.00061
GO:0048709	oligodendrocyte differentiation	152	23	11.05	0.00063
GO:0030518	intracellular steroid hormone receptor s...	271	35	19.71	0.00066
GO:0000381	regulation of alternative mRNA splicing,...	211	29	15.34	0.00069
GO:0001763	morphogenesis of a branching structure	377	45	27.41	0.00071
GO:0120039	plasma membrane bounded cell projection ...	1915	175	139.25	0.00072
GO:0061014	positive regulation of mRNA catabolic pr...	163	24	11.85	0.00073
GO:0031396	regulation of protein ubiquitination	336	41	24.43	0.00077
GO:0010970	transport along microtubule	315	39	22.91	0.00078
GO:0032504	multicellular organism reproduction	3223	278	234.36	0.00078
GO:0048609	multicellular organismal reproductive pr...	3082	267	224.11	0.00079
GO:0048858	cell projection morphogenesis	1919	175	139.54	0.00080
GO:0007423	sensory organ development	1660	154	120.71	0.00081
GO:0016055	Wnt signaling pathway	715	75	51.99	0.00083
GO:0021954	central nervous system neuron developmen...	155	23	11.27	0.00083
GO:0060966	regulation of gene silencing by RNA	127	20	9.23	0.00083
GO:0051129	negative regulation of cellular componen...	1404	133	102.09	0.00084
GO:0022411	cellular component disassembly	996	99	72.42	0.00085
GO:0048737	imaginal disc-derived appendage developm...	717	75	52.14	0.00090
GO:0007166	cell surface receptor signaling pathway	3541	302	257.48	0.00091
GO:0048812	neuron projection morphogenesis	1900	173	138.16	0.00092
GO:0061326	renal tubule development	235	31	17.09	0.00092
GO:0000462	maturation of SSU-rRNA from tricistronic...	59	12	4.29	0.00095
GO:0048468	cell development	5409	444	393.31	0.00098
GO:0046620	regulation of organ growth	277	35	20.14	0.00098
GO:0033043	regulation of organelle organization	2242	200	163.03	0.00101
GO:0007431	salivary gland development	341	41	24.8	0.00103
GO:0010501	RNA secondary structure unwinding	76	14	5.53	0.00104
GO:0032259	methylation	494	55	35.92	0.00105
GO:0000380	alternative mRNA splicing, via spliceoso...	237	31	17.23	0.00106
GO:0043933	protein-containing complex organization	3433	293	249.63	0.00107
GO:0048592	eye morphogenesis	885	89	64.35	0.00108
GO:0140013	meiotic nuclear division	374	44	27.2	0.00108
GO:0071824	protein-DNA complex subunit organization	310	38	22.54	0.00109
GO:0010453	regulation of cell fate commitment	158	23	11.49	0.00109
GO:0010718	positive regulation of epithelial to mes...	52	11	3.78	0.00109
GO:0042026	protein refolding	52	11	3.78	0.00109
GO:0048729	tissue morphogenesis	1996	180	145.14	0.00112
GO:0033036	macromolecule localization	4943	408	359.43	0.00117
GO:0035272	exocrine system development	354	42	25.74	0.00118
GO:0040029	epigenetic regulation of gene expression	519	57	37.74	0.00118
GO:2000026	regulation of multicellular organismal d...	3686	312	268.03	0.00120
GO:0001825	blastocyst formation	45	10	3.27	0.00122
GO:2000380	regulation of mesoderm development	45	10	3.27	0.00122
GO:0030182	neuron differentiation	3324	284	241.7	0.00122
GO:0021953	central nervous system neuron differenti...	344	41	25.01	0.00123
GO:0043043	peptide biosynthetic process	1103	107	80.2	0.00123
GO:0051301	cell division	972	96	70.68	0.00124
GO:0016573	histone acetylation	323	39	23.49	0.00125
GO:0019953	sexual reproduction	2927	253	212.84	0.00127
GO:0021522	spinal cord motor neuron differentiation	53	11	3.85	0.00128
GO:0035195	miRNA-mediated gene silencing	160	23	11.63	0.00129
GO:0050768	negative regulation of neurogenesis	623	66	45.3	0.00130
GO:0014032	neural crest cell development	95	16	6.91	0.00130
GO:0198738	cell-cell signaling by wnt	739	76	53.74	0.00133
GO:0044344	cellular response to fibroblast growth f...	210	28	15.27	0.00135
GO:0071774	response to fibroblast growth factor	210	28	15.27	0.00135
GO:0071359	cellular response to dsRNA	87	15	6.33	0.00142
GO:0051130	positive regulation of cellular componen...	2296	203	166.95	0.00142
GO:0019827	stem cell population maintenance	401	46	29.16	0.00142
GO:0000027	ribosomal large subunit assembly	46	10	3.34	0.00146
GO:0043331	response to dsRNA	105	17	7.64	0.00146
GO:0009887	animal organ morphogenesis	2755	239	200.33	0.00146
GO:0007280	pole cell migration	54	11	3.93	0.00151
GO:0048568	embryonic organ development	895	89	65.08	0.00151
GO:0006401	RNA catabolic process	491	54	35.7	0.00152
GO:0140014	mitotic nuclear division	536	58	38.97	0.00153
GO:0048025	negative regulation of mRNA splicing, vi...	79	14	5.74	0.00154
GO:0032990	cell part morphogenesis	1960	176	142.52	0.00155
GO:0007140	male meiotic nuclear division	153	22	11.13	0.00162
GO:0030030	cell projection organization	2992	257	217.56	0.00164
GO:0006402	mRNA catabolic process	448	50	32.58	0.00164
GO:0018393	internal peptidyl-lysine acetylation	328	39	23.85	0.00166
GO:0010941	regulation of cell death	2839	245	206.44	0.00167
GO:0007398	ectoderm development	47	10	3.42	0.00173
GO:0021952	central nervous system projection neuron...	47	10	3.42	0.00173
GO:0098727	maintenance of cell number	405	46	29.45	0.00174
GO:0006475	internal protein amino acid acetylation	329	39	23.92	0.00176
GO:0032330	regulation of chondrocyte differentiatio...	55	11	4	0.00176
GO:2000059	negative regulation of ubiquitin-depende...	89	15	6.47	0.00180
GO:2000648	positive regulation of stem cell prolife...	89	15	6.47	0.00180
GO:0051098	regulation of binding	678	70	49.3	0.00184
GO:0008219	cell death	3386	287	246.21	0.00184
GO:0017148	negative regulation of translation	330	39	24	0.00186
GO:0000018	regulation of DNA recombination	72	13	5.24	0.00188
GO:0061387	regulation of extent of cell growth	309	37	22.47	0.00190
GO:1990138	neuron projection extension	530	57	38.54	0.00192
GO:0044087	regulation of cellular component biogene...	1995	178	145.07	0.00193
GO:0014033	neural crest cell differentiation	117	18	8.51	0.00194
GO:0048598	embryonic morphogenesis	1522	140	110.67	0.00196
GO:0001656	metanephros development	81	14	5.89	0.00197
GO:0046552	photoreceptor cell fate commitment	90	15	6.54	0.00202
GO:0034249	negative regulation of amide metabolic p...	375	43	27.27	0.00202
GO:0035114	imaginal disc-derived appendage morphoge...	704	72	51.19	0.00204
GO:0002164	larval development	1084	104	78.82	0.00205
GO:0010564	regulation of cell cycle process	1218	115	88.57	0.00209
GO:0120031	plasma membrane bounded cell projection ...	905	89	65.81	0.00209
GO:0016571	histone methylation	196	26	14.25	0.00211
GO:0006458	'de novo' protein folding	73	13	5.31	0.00214
GO:0071704	organic substance metabolic process	13943	1057	1013.86	0.00217
GO:0007365	periodic partitioning	82	14	5.96	0.00222
GO:1903047	mitotic cell cycle process	1503	138	109.29	0.00225
GO:0007275	multicellular organism development	8946	701	650.5	0.00228
GO:0048736	appendage development	932	91	67.77	0.00231
GO:0045184	establishment of protein localization	2921	250	212.4	0.00232
GO:0007530	sex determination	119	18	8.65	0.00235
GO:0097722	sperm motility	119	18	8.65	0.00235
GO:0060562	epithelial tube morphogenesis	1394	129	101.36	0.00237
GO:0014017	neuroblast fate commitment	57	11	4.14	0.00238
GO:0120036	plasma membrane bounded cell projection ...	2974	254	216.25	0.00238
GO:0045778	positive regulation of ossification	110	17	8	0.00243
GO:1903320	regulation of protein modification by sm...	401	45	29.16	0.00245
GO:0018394	peptidyl-lysine acetylation	336	39	24.43	0.00256
GO:0031647	regulation of protein stability	537	57	39.05	0.00257
GO:0060914	heart formation	66	12	4.8	0.00261
GO:0000288	nuclear-transcribed mRNA catabolic proce...	111	17	8.07	0.00268
GO:0007444	imaginal disc development	1142	108	83.04	0.00269
GO:0051646	mitochondrion localization	130	19	9.45	0.00270
GO:0042127	regulation of cell population proliferat...	2366	206	172.04	0.00272
GO:0030516	regulation of axon extension	294	35	21.38	0.00273
GO:0001755	neural crest cell migration	58	11	4.22	0.00275
GO:0046621	negative regulation of organ growth	102	16	7.42	0.00276
GO:0030031	cell projection assembly	914	89	66.46	0.00278
GO:0007409	axonogenesis	1426	131	103.69	0.00285
GO:0018205	peptidyl-lysine modification	551	58	40.07	0.00285
GO:0051053	negative regulation of DNA metabolic pro...	170	23	12.36	0.00288
GO:0035051	cardiocyte differentiation	328	38	23.85	0.00298
GO:0006886	intracellular protein transport	1840	164	133.79	0.00304
GO:0090100	positive regulation of transmembrane rec...	171	23	12.43	0.00310
GO:0014031	mesenchymal cell development	94	15	6.84	0.00312
GO:0035107	appendage morphogenesis	870	85	63.26	0.00312
GO:0048589	developmental growth	2081	183	151.32	0.00313
